"","Instrument.Serial.Num","Reading..","Date","Time","Method.Name","User.Factor.Name","Test.Label","Collimation.Status","Latitude","Longitude","Units","Mg.Compound","Mg.Compound.Level","Mg.Compound.Error","Mg.Concentration","Mg.Error1s","Al.Compound","Al.Compound.Level","Al.Compound.Error","Al.Concentration","Al.Error1s","Si.Compound","Si.Compound.Level","Si.Compound.Error","Si.Concentration","Si.Error1s","P.Compound","P.Compound.Level","P.Compound.Error","P.Concentration","P.Error1s","S.Compound","S.Compound.Level","S.Compound.Error","S.Concentration","S.Error1s","K.Compound","K.Compound.Level","K.Compound.Error","K.Concentration","K.Error1s","Ca.Compound","Ca.Compound.Level","Ca.Compound.Error","Ca.Concentration","Ca.Error1s","Ti.Compound","Ti.Compound.Level","Ti.Compound.Error","Ti.Concentration","Ti.Error1s","V.Compound","V.Compound.Level","V.Compound.Error","V.Concentration","V.Error1s","Cr.Compound","Cr.Compound.Level","Cr.Compound.Error","Cr.Concentration","Cr.Error1s","Mn.Compound","Mn.Compound.Level","Mn.Compound.Error","Mn.Concentration","Mn.Error1s","Fe.Compound","Fe.Compound.Level","Fe.Compound.Error","Fe.Concentration","Fe.Error1s","Co.Compound","Co.Compound.Level","Co.Compound.Error","Co.Concentration","Co.Error1s","Ni.Compound","Ni.Compound.Level","Ni.Compound.Error","Ni.Concentration","Ni.Error1s","Cu.Compound","Cu.Compound.Level","Cu.Compound.Error","Cu.Concentration","Cu.Error1s","Zn.Compound","Zn.Compound.Level","Zn.Compound.Error","Zn.Concentration","Zn.Error1s","As.Compound","As.Compound.Level","As.Compound.Error","As.Concentration","As.Error1s","Se.Compound","Se.Compound.Level","Se.Compound.Error","Se.Concentration","Se.Error1s","Rb.Compound","Rb.Compound.Level","Rb.Compound.Error","Rb.Concentration","Rb.Error1s","Sr.Compound","Sr.Compound.Level","Sr.Compound.Error","Sr.Concentration","Sr.Error1s","Y.Compound","Y.Compound.Level","Y.Compound.Error","Y.Concentration","Y.Error1s","Zr.Compound","Zr.Compound.Level","Zr.Compound.Error","Zr.Concentration","Zr.Error1s","Nb.Compound","Nb.Compound.Level","Nb.Compound.Error","Nb.Concentration","Nb.Error1s","Mo.Compound","Mo.Compound.Level","Mo.Compound.Error","Mo.Concentration","Mo.Error1s","Ag.Compound","Ag.Compound.Level","Ag.Compound.Error","Ag.Concentration","Ag.Error1s","Cd.Compound","Cd.Compound.Level","Cd.Compound.Error","Cd.Concentration","Cd.Error1s","Sn.Compound","Sn.Compound.Level","Sn.Compound.Error","Sn.Concentration","Sn.Error1s","Sb.Compound","Sb.Compound.Level","Sb.Compound.Error","Sb.Concentration","Sb.Error1s","Ba.Compound","Ba.Compound.Level","Ba.Compound.Error","Ba.Concentration","Ba.Error1s","W.Compound","W.Compound.Level","W.Compound.Error","W.Concentration","W.Error1s","Hg.Compound","Hg.Compound.Level","Hg.Compound.Error","Hg.Concentration","Hg.Error1s","Pb.Compound","Pb.Compound.Level","Pb.Compound.Error","Pb.Concentration","Pb.Error1s","Bi.Compound","Bi.Compound.Level","Bi.Compound.Error","Bi.Concentration","Bi.Error1s","Th.Compound","Th.Compound.Level","Th.Compound.Error","Th.Concentration","Th.Error1s","U.Compound","U.Compound.Level","U.Compound.Error","U.Concentration","U.Error1s","LE.Compound","LE.Compound.Level","LE.Compound.Error","LE.Concentration","LE.Error1s","Notes","Operator","Project.No","Sample.ID","Sample.Type","Real.Time.1","Real.Time.2"
"75",804967,75,"2020-02-04","14:45:35","Geochem(2)","Trial",75,"No",NA,NA,"PPM",NA,NA,NA,0,2211,NA,NA,NA,80776,537,NA,NA,NA,326364,742,NA,NA,NA,166,39,NA,NA,NA,0,77,NA,NA,NA,29529,83,NA,NA,NA,19059,56,NA,NA,NA,2218,110,NA,NA,NA,0,38,NA,NA,NA,0,20,NA,NA,NA,345,15,NA,NA,NA,17964,69,NA,NA,NA,78,15,NA,NA,NA,0,6,NA,NA,NA,52,3,NA,NA,NA,56,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,122,1,NA,NA,NA,439,2,NA,NA,NA,7,1,NA,NA,NA,184,2,NA,NA,NA,12,1,NA,NA,NA,0,3,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,1070,183,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,7,NA,NA,NA,25,3,NA,NA,NA,0,3,NA,NA,NA,521520,998,"exped tool","NHW","17-1062-020","EfRc-4:169","Chip",60,60
"76",804967,76,"2020-02-04","14:50:19","Geochem(2)","Trial",76,"No",NA,NA,"PPM",NA,NA,NA,13166,1241,NA,NA,NA,85314,475,NA,NA,NA,367912,797,NA,NA,NA,502,33,NA,NA,NA,0,54,NA,NA,NA,30269,80,NA,NA,NA,15190,45,NA,NA,NA,2615,97,NA,NA,NA,0,33,NA,NA,NA,56,12,NA,NA,NA,410,13,NA,NA,NA,21152,70,NA,NA,NA,63,14,NA,NA,NA,20,3,NA,NA,NA,45,3,NA,NA,NA,70,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,129,1,NA,NA,NA,430,2,NA,NA,NA,8,1,NA,NA,NA,198,1,NA,NA,NA,7,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,1216,158,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,4,1,NA,NA,NA,461208,1031,"exped tool","NHW","17-1062-020","EfRc-4:169","Chip",60,60
"77",804967,77,"2020-02-04","14:56:36","Geochem(2)","Trial",77,"No",NA,NA,"PPM",NA,NA,NA,6848,1206,NA,NA,NA,97093,502,NA,NA,NA,398111,828,NA,NA,NA,196,34,NA,NA,NA,0,52,NA,NA,NA,33865,87,NA,NA,NA,18675,52,NA,NA,NA,2222,97,NA,NA,NA,0,33,NA,NA,NA,0,17,NA,NA,NA,361,13,NA,NA,NA,19490,67,NA,NA,NA,87,15,NA,NA,NA,12,3,NA,NA,NA,40,3,NA,NA,NA,63,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,129,1,NA,NA,NA,435,2,NA,NA,NA,5,1,NA,NA,NA,189,1,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1472,160,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,10,1,NA,NA,NA,0,7,NA,NA,NA,11,2,NA,NA,NA,0,3,NA,NA,NA,420671,1004,"exped tool SM","NHW","17-1062-020","EfRc-4:179","Chip",60,60
"78",804967,78,"2020-02-04","14:58:58","Geochem(2)","Trial",78,"No",NA,NA,"PPM",NA,NA,NA,8974,1269,NA,NA,NA,77557,467,NA,NA,NA,407813,872,NA,NA,NA,243,34,NA,NA,NA,0,54,NA,NA,NA,29482,80,NA,NA,NA,16416,49,NA,NA,NA,2523,98,NA,NA,NA,0,33,NA,NA,NA,0,18,NA,NA,NA,434,13,NA,NA,NA,20970,72,NA,NA,NA,62,15,NA,NA,NA,17,3,NA,NA,NA,47,3,NA,NA,NA,74,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,132,1,NA,NA,NA,444,2,NA,NA,NA,7,1,NA,NA,NA,192,2,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1511,160,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,7,NA,NA,NA,18,3,NA,NA,NA,0,3,NA,NA,NA,433059,1037,"exped tool SM","NHW","17-1062-020","EfRc-4:179","Chip",60,60
"79",804967,79,"2020-02-04","15:02:09","Geochem(2)","Trial",79,"No",NA,NA,"PPM",NA,NA,NA,7685,1012,NA,NA,NA,111168,477,NA,NA,NA,436783,764,NA,NA,NA,202,32,NA,NA,NA,0,42,NA,NA,NA,33176,76,NA,NA,NA,19498,48,NA,NA,NA,2274,95,NA,NA,NA,0,31,NA,NA,NA,55,12,NA,NA,NA,341,13,NA,NA,NA,18322,59,NA,NA,NA,69,13,NA,NA,NA,30,3,NA,NA,NA,45,3,NA,NA,NA,64,2,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,122,1,NA,NA,NA,430,2,NA,NA,NA,9,1,NA,NA,NA,188,1,NA,NA,NA,0,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1177,153,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,368348,856,"exped tool SM","NHW","17-1062-020","EfRc-4:182","Chip",60,60
"80",804967,80,"2020-02-04","15:04:57","Geochem(2)","Trial",80,"No",NA,NA,"PPM",NA,NA,NA,7760,1142,NA,NA,NA,95088,482,NA,NA,NA,406656,807,NA,NA,NA,151,32,NA,NA,NA,0,49,NA,NA,NA,32960,82,NA,NA,NA,17359,48,NA,NA,NA,2324,97,NA,NA,NA,0,33,NA,NA,NA,0,18,NA,NA,NA,356,13,NA,NA,NA,18589,63,NA,NA,NA,95,14,NA,NA,NA,23,3,NA,NA,NA,53,3,NA,NA,NA,60,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,127,1,NA,NA,NA,423,2,NA,NA,NA,7,1,NA,NA,NA,187,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,11,4,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,16,NA,NA,NA,1248,159,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,6,NA,NA,NA,13,2,NA,NA,NA,0,3,NA,NA,NA,416490,963,"exped tool SM","NHW","17-1062-020","EfRc-4:182","Chip",60,60
"81",804967,81,"2020-02-04","15:11:48","Geochem(2)","Trial",81,"No",NA,NA,"PPM",NA,NA,NA,8503,1185,NA,NA,NA,93963,486,NA,NA,NA,379884,790,NA,NA,NA,230,32,NA,NA,NA,0,51,NA,NA,NA,33735,85,NA,NA,NA,18871,52,NA,NA,NA,2379,97,NA,NA,NA,0,33,NA,NA,NA,0,17,NA,NA,NA,396,13,NA,NA,NA,19538,66,NA,NA,NA,105,14,NA,NA,NA,21,3,NA,NA,NA,50,3,NA,NA,NA,67,2,NA,NA,NA,8,1,NA,NA,NA,0,1,NA,NA,NA,130,1,NA,NA,NA,436,2,NA,NA,NA,8,1,NA,NA,NA,196,1,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1470,160,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,6,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,439996,996,"exped tool SM","NHW","17-1062-020","EfRc-4:186","Chip",60,60
"82",804967,82,"2020-02-04","15:14:36","Geochem(2)","Trial",82,"No",NA,NA,"PPM",NA,NA,NA,11698,1084,NA,NA,NA,102965,475,NA,NA,NA,406987,764,NA,NA,NA,519,32,NA,NA,NA,0,45,NA,NA,NA,33522,79,NA,NA,NA,18247,47,NA,NA,NA,2560,94,NA,NA,NA,0,32,NA,NA,NA,35,12,NA,NA,NA,408,13,NA,NA,NA,21008,65,NA,NA,NA,87,14,NA,NA,NA,31,3,NA,NA,NA,44,3,NA,NA,NA,69,2,NA,NA,NA,8,1,NA,NA,NA,0,1,NA,NA,NA,132,1,NA,NA,NA,446,2,NA,NA,NA,8,1,NA,NA,NA,193,1,NA,NA,NA,6,1,NA,NA,NA,0,2,NA,NA,NA,0,6,NA,NA,NA,0,7,NA,NA,NA,0,11,NA,NA,NA,0,14,NA,NA,NA,1345,154,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,399674,908,"exped tool SM","NHW","17-1062-020","EfRc-4:186","Chip",60,60
"83",804967,83,"2020-02-04","15:17:59","Geochem(2)","Trial",83,"No",NA,NA,"PPM",NA,NA,NA,8158,1133,NA,NA,NA,97882,484,NA,NA,NA,413400,807,NA,NA,NA,181,33,NA,NA,NA,0,48,NA,NA,NA,34031,83,NA,NA,NA,18288,49,NA,NA,NA,2331,96,NA,NA,NA,0,32,NA,NA,NA,0,18,NA,NA,NA,348,13,NA,NA,NA,18686,63,NA,NA,NA,86,14,NA,NA,NA,24,3,NA,NA,NA,44,3,NA,NA,NA,62,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,128,1,NA,NA,NA,429,2,NA,NA,NA,8,1,NA,NA,NA,195,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,909,153,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,11,1,NA,NA,NA,0,6,NA,NA,NA,9,2,NA,NA,NA,0,3,NA,NA,NA,404780,948,"exped tool SM","NHW","17-1062-020","EfRc-4:187","Chip",60,60
"84",804967,84,"2020-02-04","15:27:45","Geochem(2)","Trial",84,"No",NA,NA,"PPM",NA,NA,NA,8864,1232,NA,NA,NA,92005,493,NA,NA,NA,387540,824,NA,NA,NA,218,33,NA,NA,NA,0,53,NA,NA,NA,33239,86,NA,NA,NA,18327,52,NA,NA,NA,2362,97,NA,NA,NA,0,33,NA,NA,NA,0,18,NA,NA,NA,379,13,NA,NA,NA,19825,68,NA,NA,NA,58,14,NA,NA,NA,16,3,NA,NA,NA,41,3,NA,NA,NA,61,2,NA,NA,NA,8,1,NA,NA,NA,0,1,NA,NA,NA,131,1,NA,NA,NA,432,2,NA,NA,NA,7,1,NA,NA,NA,199,2,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1271,160,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,12,2,NA,NA,NA,0,3,NA,NA,NA,434990,1021,"exped tool SM","NHW","17-1062-020","EfRc-4:187","Chip",60,60
"85",804967,85,"2020-02-04","15:31:09","Geochem(2)","Trial",85,"No",NA,NA,"PPM",NA,NA,NA,5651,1344,NA,NA,NA,90880,520,NA,NA,NA,366155,856,NA,NA,NA,264,36,NA,NA,NA,0,61,NA,NA,NA,31312,88,NA,NA,NA,16984,52,NA,NA,NA,2039,108,NA,NA,NA,0,37,NA,NA,NA,66,14,NA,NA,NA,324,13,NA,NA,NA,16947,65,NA,NA,NA,71,14,NA,NA,NA,23,4,NA,NA,NA,46,3,NA,NA,NA,56,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,122,1,NA,NA,NA,406,2,NA,NA,NA,8,1,NA,NA,NA,186,2,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,13,4,NA,NA,NA,0,9,NA,NA,NA,21,7,NA,NA,NA,0,18,NA,NA,NA,1028,181,NA,NA,NA,8,3,NA,NA,NA,0,3,NA,NA,NA,12,1,NA,NA,NA,0,7,NA,NA,NA,13,3,NA,NA,NA,0,3,NA,NA,NA,467355,1111,"exped tool SM","NHW","17-1062-020","EfRc-4:188","Chip",60,60
"86",804967,86,"2020-02-04","15:33:32","Geochem(2)","Trial",86,"No",NA,NA,"PPM",NA,NA,NA,9178,1772,NA,NA,NA,68868,532,NA,NA,NA,317077,933,NA,NA,NA,412,39,NA,NA,NA,0,84,NA,NA,NA,27360,94,NA,NA,NA,14679,55,NA,NA,NA,2403,116,NA,NA,NA,0,39,NA,NA,NA,66,14,NA,NA,NA,357,15,NA,NA,NA,19634,81,NA,NA,NA,98,16,NA,NA,NA,21,4,NA,NA,NA,48,3,NA,NA,NA,64,2,NA,NA,NA,8,1,NA,NA,NA,0,1,NA,NA,NA,123,1,NA,NA,NA,412,2,NA,NA,NA,8,1,NA,NA,NA,190,2,NA,NA,NA,12,1,NA,NA,NA,0,3,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,948,188,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,5,2,NA,NA,NA,0,7,NA,NA,NA,18,3,NA,NA,NA,7,1,NA,NA,NA,538004,1385,"exped tool SM","NHW","17-1062-020","EfRc-4:188","Chip",60,60
"87",804967,87,"2020-02-04","15:39:47","Geochem(2)","Trial",87,"No",NA,NA,"PPM",NA,NA,NA,8418,1120,NA,NA,NA,88037,459,NA,NA,NA,410925,799,NA,NA,NA,350,32,NA,NA,NA,0,48,NA,NA,NA,31382,78,NA,NA,NA,17787,48,NA,NA,NA,2280,94,NA,NA,NA,0,31,NA,NA,NA,77,13,NA,NA,NA,383,13,NA,NA,NA,20705,66,NA,NA,NA,66,14,NA,NA,NA,21,3,NA,NA,NA,37,3,NA,NA,NA,66,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,128,1,NA,NA,NA,440,2,NA,NA,NA,6,1,NA,NA,NA,187,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,7,NA,NA,NA,0,11,NA,NA,NA,0,14,NA,NA,NA,1534,156,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,417150,947,"exped tool SM","NHW","17-1062-020","EfRc-4:222","Chip",60,60
"88",804967,88,"2020-02-04","15:42:20","Geochem(2)","Trial",88,"No",NA,NA,"PPM",NA,NA,NA,9940,1093,NA,NA,NA,103007,481,NA,NA,NA,428507,795,NA,NA,NA,277,33,NA,NA,NA,0,45,NA,NA,NA,34513,82,NA,NA,NA,19967,51,NA,NA,NA,2227,95,NA,NA,NA,0,32,NA,NA,NA,65,13,NA,NA,NA,365,13,NA,NA,NA,19782,64,NA,NA,NA,89,14,NA,NA,NA,24,3,NA,NA,NA,42,3,NA,NA,NA,66,2,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,127,1,NA,NA,NA,444,2,NA,NA,NA,7,1,NA,NA,NA,187,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,7,NA,NA,NA,0,11,NA,NA,NA,0,14,NA,NA,NA,1389,157,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,10,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,378954,903,"exped tool SM","NHW","17-1062-020","EfRc-4:222","Chip",60,60
"89",804967,89,"2020-02-04","15:45:19","Geochem(2)","Trial",89,"No",NA,NA,"PPM",NA,NA,NA,4201,1313,NA,NA,NA,93978,520,NA,NA,NA,381051,860,NA,NA,NA,229,36,NA,NA,NA,0,58,NA,NA,NA,33767,92,NA,NA,NA,19165,56,NA,NA,NA,2263,100,NA,NA,NA,0,34,NA,NA,NA,0,18,NA,NA,NA,384,14,NA,NA,NA,19587,71,NA,NA,NA,62,15,NA,NA,NA,0,5,NA,NA,NA,52,3,NA,NA,NA,65,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,133,1,NA,NA,NA,431,2,NA,NA,NA,7,1,NA,NA,NA,189,2,NA,NA,NA,10,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1460,164,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,19,3,NA,NA,NA,0,3,NA,NA,NA,442933,1081,"exped tool SM","NHW","17-1062-020","EfRc-4:223","Chip",60,60
"90",804967,90,"2020-02-04","15:47:38","Geochem(2)","Trial",90,"No",NA,NA,"PPM",NA,NA,NA,7467,1449,NA,NA,NA,84570,525,NA,NA,NA,381195,921,NA,NA,NA,198,38,NA,NA,NA,0,63,NA,NA,NA,33187,97,NA,NA,NA,17918,57,NA,NA,NA,2176,104,NA,NA,NA,0,36,NA,NA,NA,0,19,NA,NA,NA,344,14,NA,NA,NA,19204,73,NA,NA,NA,60,15,NA,NA,NA,0,6,NA,NA,NA,41,3,NA,NA,NA,62,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,129,1,NA,NA,NA,431,2,NA,NA,NA,7,1,NA,NA,NA,189,2,NA,NA,NA,12,1,NA,NA,NA,0,3,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,1162,171,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,10,1,NA,NA,NA,0,7,NA,NA,NA,21,3,NA,NA,NA,4,1,NA,NA,NA,451607,1156,"exped tool SM","NHW","17-1062-020","EfRc-4:223","Chip",60,60
"91",804967,91,"2020-02-04","15:51:40","Geochem(2)","Trial",91,"No",NA,NA,"PPM",NA,NA,NA,9727,1212,NA,NA,NA,88688,481,NA,NA,NA,387144,816,NA,NA,NA,404,33,NA,NA,NA,0,53,NA,NA,NA,32046,83,NA,NA,NA,16299,47,NA,NA,NA,2285,101,NA,NA,NA,0,35,NA,NA,NA,86,13,NA,NA,NA,341,13,NA,NA,NA,18847,65,NA,NA,NA,52,14,NA,NA,NA,23,4,NA,NA,NA,50,3,NA,NA,NA,62,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,125,1,NA,NA,NA,412,2,NA,NA,NA,8,1,NA,NA,NA,189,1,NA,NA,NA,0,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,1336,169,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,441860,1013,"formal tool","NHW","17-1062-020","EfRc-4:226","Chip",60,60
"92",804967,92,"2020-02-04","15:55:07","Geochem(2)","Trial",92,"No",NA,NA,"PPM",NA,NA,NA,8872,1185,NA,NA,NA,99000,499,NA,NA,NA,385766,803,NA,NA,NA,234,33,NA,NA,NA,0,52,NA,NA,NA,32156,82,NA,NA,NA,17670,49,NA,NA,NA,2127,103,NA,NA,NA,0,35,NA,NA,NA,50,13,NA,NA,NA,385,13,NA,NA,NA,18237,64,NA,NA,NA,85,14,NA,NA,NA,23,4,NA,NA,NA,47,3,NA,NA,NA,57,2,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,124,1,NA,NA,NA,416,2,NA,NA,NA,7,1,NA,NA,NA,191,1,NA,NA,NA,3,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,1195,171,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,10,1,NA,NA,NA,0,6,NA,NA,NA,9,2,NA,NA,NA,0,3,NA,NA,NA,433330,999,"formal tool","NHW","17-1062-020","EfRc-4:226","Chip",60,60
"93",804967,93,"2020-02-04","16:00:07","Geochem(2)","Trial",93,"No",NA,NA,"PPM",NA,NA,NA,10276,1408,NA,NA,NA,70828,473,NA,NA,NA,365455,878,NA,NA,NA,435,35,NA,NA,NA,0,63,NA,NA,NA,23410,72,NA,NA,NA,12582,43,NA,NA,NA,2771,102,NA,NA,NA,0,35,NA,NA,NA,57,13,NA,NA,NA,346,13,NA,NA,NA,21480,76,NA,NA,NA,0,24,NA,NA,NA,21,4,NA,NA,NA,44,3,NA,NA,NA,73,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,123,1,NA,NA,NA,416,2,NA,NA,NA,9,1,NA,NA,NA,190,2,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,996,163,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,10,3,NA,NA,NA,4,1,NA,NA,NA,490450,1144,"exped tool","NHW","17-1062-020","EfRc-4:233","Chip",60,60
"94",804967,94,"2020-02-04","16:02:34","Geochem(2)","Trial",94,"No",NA,NA,"PPM",NA,NA,NA,0,1941,NA,NA,NA,83756,517,NA,NA,NA,343201,724,NA,NA,NA,210,37,NA,NA,NA,0,70,NA,NA,NA,31178,82,NA,NA,NA,17450,51,NA,NA,NA,2186,108,NA,NA,NA,0,36,NA,NA,NA,0,20,NA,NA,NA,360,14,NA,NA,NA,18046,66,NA,NA,NA,69,15,NA,NA,NA,22,4,NA,NA,NA,49,3,NA,NA,NA,60,2,NA,NA,NA,9,1,NA,NA,NA,0,1,NA,NA,NA,124,1,NA,NA,NA,415,2,NA,NA,NA,8,1,NA,NA,NA,189,2,NA,NA,NA,9,1,NA,NA,NA,0,3,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,18,NA,NA,NA,1440,180,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,5,1,NA,NA,NA,0,7,NA,NA,NA,14,3,NA,NA,NA,4,1,NA,NA,NA,501196,961,"exped tool","NHW","17-1062-020","EfRc-4:233","Chip",60,60
"95",804967,95,"2020-02-04","16:06:49","Geochem(2)","Trial",95,"No",NA,NA,"PPM",NA,NA,NA,13277,1382,NA,NA,NA,73330,472,NA,NA,NA,369393,868,NA,NA,NA,447,35,NA,NA,NA,0,61,NA,NA,NA,23598,71,NA,NA,NA,12618,42,NA,NA,NA,2653,103,NA,NA,NA,0,35,NA,NA,NA,68,13,NA,NA,NA,378,13,NA,NA,NA,21615,75,NA,NA,NA,53,15,NA,NA,NA,22,4,NA,NA,NA,49,3,NA,NA,NA,71,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,124,1,NA,NA,NA,416,2,NA,NA,NA,9,1,NA,NA,NA,190,2,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,1392,167,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,11,3,NA,NA,NA,0,3,NA,NA,NA,480260,1121,"exped tool","NHW","17-1062-020","EfRc-4:233","Chip",60,60
