Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Notes,Operator,Project No.,Sample ID,Sample Type,Real Time 1,Real Time 2,Source,info
801021,72,2018-11-14,15:36:10,Geochem(2),,72,No,,,PPM,,,,0,2658,,,,91722,593,,,,354580,704,,,,0,48,,,,883,27,,,,31492,81,,,,15618,49,TiO2,4291.96,112.804,2573,68,,,,113,8,,,,0,34,,,,410,12,,,,18369,61,,,,0,75,,,,0,14,,,,46,2,,,,60,2,,,,3,1,,,,0,4,,,,124,1,,,,433,2,,,,7,1,,,,178,1,,,,14,1,,,,0,38,,,,0,212,,,,0,252,,,,0,405,,,,0,533,,,,0,52,,,,0,38,,,,16,1,,,,0,95,,,,10,2,,,,0,65,,,,483350,926,expedient tool,NHW,17-1055-006,283,expedient tool,60,60,BVR,BVR-283
801021,71,2018-11-14,15:32:39,Geochem(2),,71,No,,,PPM,,,,0,3371,,,,82543,634,,,,322894,749,,,,0,60,,,,817,30,,,,30457,88,,,,15126,53,TiO2,4637.38,124.014,2780,74,,,,121,9,,,,53,12,,,,421,13,,,,17654,66,,,,0,79,,,,23,3,,,,62,3,,,,61,2,,,,4,1,,,,0,5,,,,123,1,,,,421,2,,,,7,1,,,,179,1,,,,19,1,,,,6,1,,,,0,235,,,,0,283,,,,22,7,,,,0,621,,,,12,3,,,,0,43,,,,15,1,,,,0,104,,,,15,3,,,,6,1,,,,526158,1009,formal tool,NHW,17-1055-006,296,formal tool,60,60,BVR,BVR-296
801021,83,2018-11-14,16:41:33,Geochem(2),,83,No,,,PPM,,,,0,3267,,,,85306,666,,,,310181,758,,,,357,43,,,,885,32,,,,29657,89,,,,20689,65,TiO2,5096.74,132.329,3055,79,,,,127,9,,,,45,12,,,,254,12,,,,16843,66,,,,0,80,,,,23,3,,,,68,3,,,,50,2,,,,0,9,,,,0,5,,,,113,1,,,,463,2,,,,7,1,,,,162,1,,,,16,1,,,,5,1,,,,0,244,,,,0,294,,,,0,484,,,,0,647,,,,15,3,,,,0,45,,,,14,1,,,,0,108,,,,16,3,,,,0,72,,,,531650,1046,manuport,NHW,17-1055-006,299,manuport,60,60,BVR,BVR-299
801021,82,2018-11-14,16:39:04,Geochem(2),,82,No,,,PPM,,,,0,3521,,,,77846,663,,,,299417,768,,,,0,71,,,,924,33,,,,28144,88,,,,20350,66,TiO2,5574.76,137.141,3342,82,,,,143,9,,,,0,41,,,,482,14,,,,23393,84,,,,0,96,,,,32,3,,,,55,3,,,,69,2,,,,0,10,,,,0,5,,,,106,1,,,,510,2,,,,10,1,,,,169,2,,,,18,1,,,,12,1,,,,0,244,,,,0,294,,,,0,485,,,,0,646,,,,0,60,,,,5,2,,,,17,1,,,,0,109,,,,22,3,,,,0,74,,,,544936,1073,exped tool grey,NHW,17-1055-006,302,exped tool grey,60,60,BVR,BVR-302
801021,81,2018-11-14,16:36:27,Geochem(2),,81,No,,,PPM,,,,0,2963,,,,89623,616,,,,331064,715,,,,0,56,,,,779,28,,,,29412,81,,,,19186,57,TiO2,5019.53,122.035,3009,73,,,,137,9,,,,68,12,,,,393,12,,,,20490,69,,,,0,82,,,,25,3,,,,75,3,,,,59,2,,,,3,1,,,,0,5,,,,115,1,,,,483,2,,,,7,1,,,,166,1,,,,13,1,,,,0,39,,,,0,223,,,,0,268,,,,0,440,,,,0,589,,,,14,3,,,,0,41,,,,13,1,,,,0,98,,,,9,3,,,,0,67,,,,504856,968,exped tool grey,NHW,17-1055-006,303,exped tool grey,60,60,BVR,BVR-303
801021,84,2018-11-14,16:44:13,Geochem(2),,84,No,,,PPM,,,,0,3751,,,,79615,662,,,,318056,783,,,,0,66,,,,885,33,,,,30528,92,,,,14751,54,TiO2,4541.7,128.923,2722,77,,,,121,9,,,,50,12,,,,401,14,,,,17633,69,,,,0,83,,,,23,3,,,,59,3,,,,59,2,,,,4,1,,,,0,5,,,,121,1,,,,411,2,,,,9,1,,,,179,1,,,,20,1,,,,7,1,,,,0,247,,,,0,297,,,,0,491,,,,0,654,,,,9,3,,,,0,45,,,,16,1,,,,0,109,,,,19,3,,,,6,1,,,,534296,1057,expedient tool,NHW,17-1055-006,321,expedient tool,60,60,BVR,BVR-321
801021,85,2018-11-14,16:48:38,Geochem(2),,85,No,,,PPM,,,,0,3581,,,,79794,649,,,,315855,760,,,,0,66,,,,885,32,,,,30567,90,,,,15832,55,TiO2,4894.46,129.036,2934,77,,,,145,9,,,,58,13,,,,438,14,,,,18595,69,,,,0,82,,,,19,3,,,,63,3,,,,57,2,,,,3,1,,,,0,5,,,,126,1,,,,434,2,,,,10,1,,,,181,1,,,,19,1,,,,9,1,,,,0,240,,,,0,289,,,,0,477,,,,0,634,,,,14,3,,,,0,43,,,,17,1,,,,0,106,,,,20,3,,,,5,1,,,,533920,1031,core,NHW,17-1055-006,333,core,60,60,BVR,BVR-333
801021,86,2018-11-14,16:51:19,Geochem(2),,86,No,,,PPM,,,,0,3343,,,,77985,643,,,,301109,747,,,,0,68,,,,871,31,,,,26782,83,,,,19464,62,TiO2,4986.8,128.867,2989,77,,,,140,9,,,,50,12,,,,266,12,,,,18870,70,,,,0,83,,,,20,3,,,,58,3,,,,66,2,,,,4,1,,,,0,5,,,,108,1,,,,461,2,,,,9,1,,,,148,1,,,,15,1,,,,9,1,,,,0,239,,,,0,287,,,,0,474,,,,0,630,,,,0,59,,,,0,43,,,,16,1,,,,0,106,,,,21,3,,,,0,72,,,,550537,1030,core,NHW,17-1055-006,336,core,60,60,BVR,BVR-336
801021,87,2018-11-14,16:54:08,Geochem(2),,87,No,,,PPM,,,,0,3198,,,,91552,637,,,,313339,720,,,,151,38,,,,945,29,,,,28045,81,,,,19689,60,TiO2,6053.56,132.125,3629,79,,,,140,9,,,,54,12,,,,425,13,,,,22382,75,,,,0,88,,,,30,3,,,,61,3,,,,66,2,,,,3,1,,,,0,5,,,,104,1,,,,508,2,,,,9,1,,,,164,1,,,,14,1,,,,0,40,,,,0,227,,,,0,273,,,,0,450,,,,0,600,,,,9,3,,,,0,42,,,,15,1,,,,0,100,,,,11,3,,,,0,69,,,,518654,1000,core,NHW,17-1055-006,346,core,60,60,BVR,BVR-346
801021,80,2018-11-14,16:32:58,Geochem(2),,80,No,,,PPM,,,,0,3137,,,,78986,631,,,,317847,748,,,,0,61,,,,838,30,,,,29486,86,,,,15849,54,TiO2,4987.88,126.567,2990,76,,,,122,9,,,,0,36,,,,450,13,,,,18256,67,,,,0,80,,,,16,3,,,,60,3,,,,59,2,,,,0,9,,,,0,5,,,,123,1,,,,423,2,,,,8,1,,,,178,1,,,,19,1,,,,7,1,,,,0,235,,,,0,282,,,,0,465,,,,0,620,,,,0,58,,,,0,43,,,,17,1,,,,0,103,,,,16,3,,,,0,70,,,,534251,1010,core,NHW,17-1055-006,347,core,60,60,BVR,BVR-347
801021,88,2018-11-14,16:57:06,Geochem(2),,88,No,,,PPM,,,,0,3057,,,,84277,613,,,,334231,729,,,,0,57,,,,861,29,,,,31533,86,,,,15164,51,TiO2,4918,122.83,2948,74,,,,142,9,,,,38,11,,,,435,13,,,,18264,65,,,,0,78,,,,21,3,,,,62,3,,,,60,2,,,,3,1,,,,0,5,,,,123,1,,,,432,2,,,,10,1,,,,183,1,,,,16,1,,,,4,1,,,,0,225,,,,0,271,,,,0,448,,,,0,597,,,,0,54,,,,0,40,,,,16,1,,,,0,100,,,,14,3,,,,5,1,,,,511160,974,core,NHW,17-1055-006,357,core,60,60,BVR,BVR-357
801021,89,2018-11-14,17:01:26,Geochem(2),,89,No,,,PPM,,,,0,2698,,,,87139,586,,,,349022,706,,,,0,51,,,,822,27,,,,31507,81,,,,15042,49,TiO2,4781.76,117.233,2866,70,,,,145,8,,,,35,11,,,,406,12,,,,18476,62,,,,0,75,,,,22,3,,,,63,3,,,,63,2,,,,3,1,,,,0,5,,,,126,1,,,,430,2,,,,8,1,,,,181,1,,,,16,1,,,,0,38,,,,0,216,,,,0,260,,,,0,429,,,,0,573,,,,14,3,,,,0,40,,,,16,1,,,,0,96,,,,11,3,,,,4,1,,,,493583,930,expedient tool,NHW,17-1055-006,358,expedient tool,60,60,BVR,BVR-358
801021,90,2018-11-14,17:04:11,Geochem(2),,90,No,,,PPM,,,,0,2835,,,,84896,592,,,,338241,709,,,,0,51,,,,864,27,,,,31366,83,,,,15281,49,TiO2,5133.94,120.779,3077,72,,,,141,8,,,,68,12,,,,445,13,,,,19019,64,,,,0,78,,,,20,3,,,,58,3,,,,62,2,,,,3,1,,,,0,5,,,,126,1,,,,438,2,,,,7,1,,,,183,1,,,,15,1,,,,4,1,,,,0,219,,,,0,264,,,,0,435,,,,0,582,,,,13,3,,,,0,39,,,,18,1,,,,0,97,,,,12,3,,,,6,1,,,,505638,945,formal tool,NHW,17-1055-006,359,formal tool,60,60,BVR,BVR-359
801021,91,2018-11-14,17:07:50,Geochem(2),,91,No,,,PPM,,,,0,3210,,,,83893,631,,,,315149,727,,,,0,60,,,,884,29,,,,34124,94,,,,15636,53,TiO2,4949.5,124.913,2967,75,,,,145,9,,,,0,36,,,,436,13,,,,18021,66,,,,0,79,,,,19,3,,,,59,3,,,,104,2,,,,0,9,,,,0,5,,,,126,1,,,,430,2,,,,9,1,,,,184,1,,,,20,1,,,,9,1,,,,0,231,,,,0,278,,,,23,7,,,,0,608,,,,9,3,,,,0,42,,,,19,1,,,,0,102,,,,16,3,,,,0,69,,,,527719,996,formal tool,NHW,17-1055-006,360,formal tool,60,60,BVR,BVR-360
801021,92,2018-11-14,17:10:23,Geochem(2),,92,No,,,PPM,,,,0,2510,,,,90655,579,,,,357201,696,,,,346,36,,,,772,26,,,,31114,79,,,,15008,48,TiO2,4802.92,115.644,2879,69,,,,125,8,,,,56,11,,,,440,12,,,,18000,60,,,,0,73,,,,18,3,,,,57,2,,,,59,2,,,,0,9,,,,0,5,,,,123,1,,,,430,2,,,,9,1,,,,181,1,,,,14,1,,,,0,38,,,,0,213,,,,0,255,,,,22,7,,,,0,562,,,,8,3,,,,0,38,,,,16,1,,,,0,94,,,,9,2,,,,5,1,,,,482451,911,formal tool,NHW,17-1055-006,361,formal tool,60,60,BVR,BVR-361
801021,97,2018-11-14,17:30:36,Geochem(2),,97,No,,,PPM,,,,0,3969,,,,73698,656,,,,301933,772,,,,0,71,,,,901,33,,,,30735,94,,,,16264,58,TiO2,4815.55,131.144,2887,79,,,,121,9,,,,39,12,,,,438,14,,,,19190,73,,,,0,86,,,,20,3,,,,58,3,,,,65,2,,,,3,1,,,,0,5,,,,128,1,,,,443,2,,,,9,1,,,,182,2,,,,21,1,,,,11,1,,,,0,246,,,,0,297,,,,0,490,,,,0,651,,,,12,3,,,,0,44,,,,19,1,,,,0,110,,,,23,3,,,,6,1,,,,552795,1059,expedient tool,NHW,17-1055-006,402,expedient tool,60,60,BVR,BVR-402
801021,98,2018-11-14,17:33:23,Geochem(2),,98,No,,,PPM,,,,0,3349,,,,77874,617,,,,306206,720,,,,0,61,,,,766,29,,,,30314,86,,,,14264,50,TiO2,5081.58,123.818,3046,74,,,,144,9,,,,0,36,,,,1334,20,,,,17868,65,,,,0,77,,,,21,3,,,,43,2,,,,87,2,,,,3,1,,,,0,5,,,,133,1,,,,428,2,,,,9,1,,,,176,1,,,,18,1,,,,0,40,,,,0,226,,,,0,272,,,,0,448,,,,0,599,,,,0,57,,,,0,42,,,,13,1,,,,0,100,,,,14,3,,,,0,68,,,,547240,982,exped tool grey,NHW,17-1055-006,403,exped tool grey,60,60,BVR,BVR-403
801021,94,2018-11-14,17:20:11,Geochem(2),,94,No,,,PPM,,,,29203,2449,,,,80167,678,,,,254321,924,,,,727,42,,,,908,29,,,,19437,81,,,,39434,143,TiO2,11122,166.543,6667,100,,,,136,9,,,,487,17,,,,994,19,,,,57532,214,,,,0,141,,,,186,5,,,,68,3,,,,111,3,,,,0,7,,,,0,5,,,,37,1,,,,789,4,,,,18,1,,,,119,2,,,,20,1,,,,0,36,,,,0,208,,,,0,251,,,,0,411,,,,0,549,,,,13,3,,,,0,40,,,,8,1,,,,0,93,,,,0,128,,,,0,65,,,,508617,1690,grey,NHW,17-1055-006,418,grey,60,60,BVR,BVR-418
801021,96,2018-11-14,17:27:02,Geochem(2),,96,No,,,PPM,,,,0,2378,,,,89450,585,,,,353329,702,,,,0,48,,,,744,26,,,,30882,80,,,,16102,50,TiO2,4638.15,115.193,2780,69,,,,136,8,,,,0,34,,,,405,12,,,,18666,62,,,,0,75,,,,14,3,,,,54,2,,,,64,2,,,,4,1,,,,0,5,,,,124,1,,,,436,2,,,,8,1,,,,177,1,,,,14,1,,,,0,38,,,,0,213,,,,0,255,,,,0,415,,,,0,552,,,,0,52,,,,0,37,,,,15,1,,,,9,3,,,,0,127,,,,0,65,,,,486586,923,core,NHW,17-1055-006,425,core,60,60,BVR,BVR-425
801021,95,2018-11-14,17:23:52,Geochem(2),,95,No,,,PPM,,,,0,3445,,,,72252,614,,,,316894,751,,,,0,64,,,,950,31,,,,29425,86,,,,16239,54,TiO2,4628.96,123.723,2775,74,,,,131,9,,,,38,12,,,,401,13,,,,18234,67,,,,0,81,,,,20,3,,,,57,3,,,,62,2,,,,0,9,,,,0,5,,,,124,1,,,,424,2,,,,9,1,,,,176,1,,,,20,1,,,,8,1,,,,0,235,,,,0,282,,,,0,465,,,,0,621,,,,9,3,,,,0,40,,,,17,1,,,,0,104,,,,19,3,,,,6,1,,,,541709,1006,formal tool,NHW,17-1055-006,441,formal tool,60,60,BVR,BVR-441
801021,93,2018-11-14,17:16:48,Geochem(2),,93,No,,,PPM,,,,269622,2248,,,,22356,398,,,,245659,878,,,,0,45,,,,698,21,,,,0,71,,,,927,15,TiO2,0,128.806,0,77,,,,19,5,,,,1570,20,,,,1220,17,,,,47488,171,,,,0,105,,,,2497,15,,,,44,3,,,,39,1,,,,7,1,,,,0,3,,,,0,5,,,,5,0,,,,0,9,,,,0,13,,,,0,19,,,,0,27,,,,0,163,,,,0,195,,,,0,319,,,,0,423,,,,0,39,,,,0,29,,,,0,21,,,,19,2,,,,0,87,,,,0,36,,,,407830,1460,deb obsidian,NHW,17-1055-006,448,debitage,60,60,BVR,BVR-448
801021,45,2018-11-14,13:26:34,Geochem(2),,45,No,,,PPM,,,,0,3968,,,,77776,703,,,,262371,769,,,,1238,51,,,,997,35,,,,22673,82,,,,30161,94,TiO2,9556.02,171.545,5728,103,,,,130,10,,,,73,14,,,,849,19,,,,37057,126,,,,0,126,,,,43,4,,,,59,3,,,,80,3,,,,0,9,,,,0,6,,,,81,1,,,,624,3,,,,14,1,,,,181,2,,,,23,1,,,,10,1,,,,0,249,,,,0,300,,,,0,488,,,,0,648,,,,0,64,,,,6,2,,,,14,1,,,,0,111,,,,17,3,,,,0,74,,,,559794,1169,deb rough,NHW,17-1055-006,188a,debitage,60,60,BVR,BVR-188a
801021,46,2018-11-14,13:31:46,Geochem(2),,46,No,,,PPM,,,,0,3142,,,,82256,612,,,,324667,724,,,,1922,47,,,,840,29,,,,30484,85,,,,16676,54,TiO2,4677.8,120.9,2804,72,,,,139,9,,,,0,36,,,,426,13,,,,18462,65,,,,0,79,,,,18,3,,,,58,3,,,,62,2,,,,3,1,,,,0,5,,,,126,1,,,,424,2,,,,9,1,,,,183,1,,,,18,1,,,,6,1,,,,0,226,,,,0,270,,,,0,445,,,,0,589,,,,10,3,,,,0,42,,,,17,1,,,,0,100,,,,13,3,,,,0,68,,,,520376,978,debitage,NHW,17-1055-006,188b,debitage,60,60,BVR,BVR-188b
801021,47,2018-11-14,13:35:10,Geochem(2),,47,No,,,PPM,,,,0,3198,,,,80332,635,,,,296767,730,,,,190,39,,,,1009,30,,,,30408,89,,,,18166,59,TiO2,7368.78,143.092,4417,86,,,,149,9,,,,38,12,,,,387,13,,,,29160,93,,,,0,102,,,,45,3,,,,158,4,,,,63,2,,,,6,1,,,,0,5,,,,114,1,,,,686,3,,,,12,1,,,,196,2,,,,22,1,,,,6,1,,,,0,227,,,,0,274,,,,0,450,,,,0,600,,,,9,3,,,,0,41,,,,15,1,,,,0,104,,,,16,3,,,,0,72,,,,537629,1037,cortex,NHW,17-1055-006,199a,debitage,60,60,BVR,BVR-199a
801021,48,2018-11-14,13:38:23,Geochem(2),,48,No,,,PPM,,,,0,3883,,,,67157,668,,,,258521,746,,,,730,46,,,,1023,33,,,,26934,90,,,,29114,89,TiO2,7118.07,151.053,4267,91,,,,148,10,,,,71,13,,,,391,14,,,,30710,107,,,,0,114,,,,59,4,,,,111,4,,,,76,2,,,,3,1,,,,0,6,,,,115,1,,,,718,3,,,,16,1,,,,196,2,,,,24,1,,,,11,1,,,,0,247,,,,0,299,,,,0,490,,,,0,655,,,,13,3,,,,0,45,,,,16,1,,,,0,113,,,,24,3,,,,0,79,,,,579552,1115,nocortex,NHW,17-1055-006,199b,debitage,60,60,BVR,BVR-199b
801021,4,2018-11-14,10:49:54,Geochem(2),,4,No,,,PPM,,,,0,2690,,,,79454,603,,,,362374,730,,,,982,43,,,,1000,29,,,,34468,87,,,,17698,53,TiO2,4941.25,119.962,2962,72,,,,115,8,,,,42,11,,,,445,13,,,,20039,66,,,,0,80,,,,12,3,,,,47,2,,,,75,2,,,,4,1,,,,0,5,,,,131,1,,,,449,2,,,,8,1,,,,190,1,,,,17,1,,,,0,39,,,,0,213,,,,0,253,,,,0,407,,,,0,533,,,,0,53,,,,0,38,,,,16,1,,,,0,98,,,,16,3,,,,0,67,,,,479459,947,formal tool,NHW,17-1055-006,1a,formal tool,60,60,BVR,BVR-1a
801021,5,2018-11-14,10:52:33,Geochem(2),,5,No,,,PPM,,,,0,2688,,,,86777,652,,,,301136,666,,,,890,45,,,,1057,31,,,,35010,94,,,,17814,57,TiO2,4760.96,125.046,2854,75,,,,112,9,,,,0,34,,,,444,13,,,,19336,68,,,,0,75,,,,12,3,,,,44,3,,,,74,2,,,,0,9,,,,0,5,,,,131,1,,,,458,2,,,,8,1,,,,190,1,,,,15,1,,,,0,39,,,,0,217,,,,0,258,,,,0,419,,,,0,554,,,,0,54,,,,0,39,,,,19,1,,,,0,97,,,,14,3,,,,0,65,,,,533604,953,formal tool,NHW,17-1055-006,1b,formal tool,60,60,BVR,BVR-1b
801021,49,2018-11-14,13:42:41,Geochem(2),,49,No,,,PPM,,,,0,3072,,,,80725,601,,,,324590,718,,,,0,56,,,,776,28,,,,30892,84,,,,16060,52,TiO2,5022.52,122.055,3011,73,,,,143,9,,,,0,36,,,,438,13,,,,18935,66,,,,0,79,,,,24,3,,,,71,3,,,,66,2,,,,3,1,,,,0,5,,,,128,1,,,,456,2,,,,8,1,,,,182,1,,,,17,1,,,,5,1,,,,0,223,,,,0,268,,,,0,444,,,,0,590,,,,10,3,,,,0,40,,,,18,1,,,,0,99,,,,14,3,,,,4,1,,,,523425,967,debitage,NHW,17-1055-006,206a,debitage,60,60,BVR,BVR-206a
801021,50,2018-11-14,13:45:26,Geochem(2),,50,No,,,PPM,,,,0,3074,,,,84992,611,,,,334444,729,,,,0,55,,,,834,29,,,,30673,84,,,,15281,51,TiO2,4747.74,121.187,2846,73,,,,112,8,,,,0,36,,,,413,13,,,,18398,65,,,,0,78,,,,15,3,,,,52,3,,,,61,2,,,,4,1,,,,0,5,,,,124,1,,,,417,2,,,,8,1,,,,179,1,,,,17,1,,,,0,40,,,,0,224,,,,0,269,,,,0,440,,,,0,582,,,,9,3,,,,0,40,,,,16,1,,,,0,100,,,,13,3,,,,0,67,,,,511093,973,debitage,NHW,17-1055-006,206b,debitage,60,60,BVR,BVR-206b
801021,56,2018-11-14,14:19:06,Geochem(2),,56,No,,,PPM,,,,0,3110,,,,81538,607,,,,330031,729,,,,0,56,,,,803,28,,,,31324,86,,,,15758,52,TiO2,5029.67,123.113,3015,74,,,,113,8,,,,56,12,,,,438,13,,,,19667,68,,,,0,81,,,,21,3,,,,67,3,,,,65,2,,,,3,1,,,,0,5,,,,130,1,,,,453,2,,,,9,1,,,,182,1,,,,16,1,,,,0,40,,,,0,223,,,,0,267,,,,0,436,,,,0,578,,,,9,3,,,,0,40,,,,17,1,,,,0,100,,,,14,3,,,,5,1,,,,516264,977,debitage,NHW,17-1055-006,239a,debitage,60,60,BVR,BVR-239a
801021,57,2018-11-14,14:21:27,Geochem(2),,57,No,,,PPM,,,,0,3308,,,,80780,620,,,,318065,732,,,,0,59,,,,826,29,,,,31166,88,,,,16419,54,TiO2,5100.07,125.626,3057,75,,,,130,9,,,,0,37,,,,463,13,,,,19437,69,,,,0,81,,,,14,3,,,,63,3,,,,67,2,,,,3,1,,,,0,5,,,,129,1,,,,451,2,,,,8,1,,,,183,1,,,,18,1,,,,8,1,,,,0,229,,,,0,276,,,,0,453,,,,0,604,,,,9,3,,,,0,42,,,,17,1,,,,0,102,,,,18,3,,,,6,1,,,,528663,995,debitage,NHW,17-1055-006,239b,debitage,60,60,BVR,BVR-239b
801021,58,2018-11-14,14:23:56,Geochem(2),,58,No,,,PPM,,,,0,2847,,,,80690,601,,,,313853,711,,,,196,37,,,,832,28,,,,27163,78,,,,17732,55,TiO2,4878.37,119.97,2924,72,,,,143,8,,,,44,11,,,,447,13,,,,23176,75,,,,0,86,,,,22,3,,,,97,3,,,,69,2,,,,0,9,,,,0,5,,,,129,1,,,,444,2,,,,6,1,,,,162,1,,,,11,1,,,,5,1,,,,0,220,,,,0,264,,,,0,437,,,,0,582,,,,0,53,,,,0,39,,,,16,1,,,,0,97,,,,13,3,,,,5,1,,,,531822,972,debitage-grey,NHW,17-1055-006,239c,debitage,60,60,BVR,BVR-239c
801021,59,2018-11-14,14:26:51,Geochem(2),,59,No,,,PPM,,,,0,3424,,,,71879,612,,,,321053,759,,,,0,63,,,,873,31,,,,28103,84,,,,17652,57,TiO2,5264.4,129.534,3156,78,,,,138,9,,,,67,12,,,,267,12,,,,19391,70,,,,0,84,,,,33,3,,,,77,3,,,,59,2,,,,4,1,,,,0,5,,,,122,1,,,,482,2,,,,8,1,,,,170,1,,,,15,1,,,,6,1,,,,0,236,,,,0,284,,,,0,468,,,,0,623,,,,0,57,,,,0,42,,,,15,1,,,,0,105,,,,20,3,,,,6,1,,,,536405,1015,debitage-grey,NHW,17-1055-006,239d,debitage,60,60,BVR,BVR-239d
801021,65,2018-11-14,14:58:52,Geochem(2),,65,No,,,PPM,,,,0,3025,,,,84710,609,,,,332416,721,,,,0,56,,,,848,28,,,,31290,85,,,,15730,51,TiO2,4762.74,120.263,2855,72,,,,120,8,,,,0,36,,,,414,13,,,,18370,64,,,,0,77,,,,13,3,,,,49,2,,,,58,2,,,,2,1,,,,0,5,,,,122,1,,,,434,2,,,,9,1,,,,174,1,,,,15,1,,,,0,40,,,,0,223,,,,0,268,,,,0,438,,,,0,581,,,,8,3,,,,0,40,,,,18,1,,,,0,100,,,,20,3,,,,0,67,,,,512323,965,debitage,NHW,17-1055-006,255a,debitage,60,60,BVR,BVR-255a
801021,66,2018-11-14,15:05:03,Geochem(2),,66,No,,,PPM,,,,0,3592,,,,80773,649,,,,311937,758,,,,0,66,,,,786,31,,,,28504,86,,,,18391,60,TiO2,4783.96,127.629,2868,77,,,,108,9,,,,0,38,,,,395,13,,,,20677,75,,,,0,87,,,,17,3,,,,67,3,,,,65,2,,,,4,1,,,,0,5,,,,117,1,,,,451,2,,,,8,1,,,,168,1,,,,16,1,,,,8,1,,,,0,238,,,,0,286,,,,0,468,,,,0,619,,,,12,3,,,,0,44,,,,12,1,,,,0,106,,,,15,3,,,,0,71,,,,534603,1038,debitage,NHW,17-1055-006,255b,debitage,60,60,BVR,BVR-255b
801021,73,2018-11-14,16:11:04,Geochem(2),,73,No,,,PPM,,,,0,3637,,,,79630,659,,,,319158,777,,,,0,66,,,,868,32,,,,29883,90,,,,14935,54,TiO2,4744.23,129.028,2844,77,,,,133,9,,,,59,12,,,,415,13,,,,17907,68,,,,0,83,,,,14,3,,,,71,3,,,,61,2,,,,0,10,,,,0,5,,,,123,1,,,,425,2,,,,8,1,,,,186,1,,,,19,1,,,,7,1,,,,0,244,,,,0,294,,,,0,486,,,,0,650,,,,0,60,,,,0,44,,,,17,1,,,,0,107,,,,11,3,,,,5,1,,,,533221,1046,debitage,NHW,17-1055-006,297a,debitage,60,60,BVR,BVR-297a
801021,74,2018-11-14,16:15:15,Geochem(2),,74,No,,,PPM,,,,0,19773,,,,88871,4165,,,,340342,2992,,,,0,353,,,,937,201,,,,31301,451,,,,15374,301,TiO2,4543.87,122.162,2724,73,,,,116,8,,,,0,35,,,,426,13,,,,18457,126,,,,0,78,,,,11,3,,,,60,3,,,,62,2,,,,3,1,,,,0,5,,,,126,1,,,,438,3,,,,7,1,,,,178,2,,,,17,1,,,,5,1,,,,0,224,,,,0,267,,,,0,434,,,,0,575,,,,0,54,,,,0,40,,,,16,1,,,,0,99,,,,13,3,,,,0,68,,,,500516,3094,debitage,NHW,17-1055-006,297b,debitage,60,2.13008,BVR,BVR-297b
