Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Notes,Operator,Project No.,Sample ID,Sample Type,Real Time 1,Real Time 2,Source,info
801021,75,2018-11-14,16:16:35,Geochem(2),,75,No,,,PPM,,,,0,3388,,,,81281,642,,,,321024,756,,,,0,63,,,,771,31,,,,30389,88,,,,15249,53,TiO2,4780.33,126.179,2865,76,,,,139,9,,,,49,12,,,,408,13,,,,17709,66,,,,0,80,,,,20,3,,,,61,3,,,,58,2,,,,0,9,,,,0,5,,,,122,1,,,,425,2,,,,8,1,,,,182,1,,,,18,1,,,,6,1,,,,0,237,,,,0,285,,,,0,471,,,,0,628,,,,0,58,,,,0,43,,,,17,1,,,,0,105,,,,19,3,,,,5,1,,,,529175,1018,debitage,NHW,17-1055-006,297c,debitage,60,60,BVR,BVR-297c
801021,76,2018-11-14,16:19:16,Geochem(2),,76,No,,,PPM,,,,0,3603,,,,77309,659,,,,310063,769,,,,0,67,,,,956,32,,,,33569,98,,,,19718,64,TiO2,6341.79,142.669,3801,86,,,,143,10,,,,0,40,,,,479,14,,,,22716,81,,,,0,94,,,,17,3,,,,64,3,,,,65,2,,,,0,10,,,,0,5,,,,100,1,,,,512,2,,,,10,1,,,,153,1,,,,12,1,,,,6,1,,,,0,242,,,,0,292,,,,0,481,,,,0,640,,,,10,3,,,,0,45,,,,17,1,,,,0,106,,,,9,3,,,,0,73,,,,530271,1065,debitage-grey,NHW,17-1055-006,297d,debitage,60,60,BVR,BVR-297d
801021,77,2018-11-14,16:21:44,Geochem(2),,77,No,,,PPM,,,,0,2719,,,,82676,606,,,,324077,711,,,,378,38,,,,1086,29,,,,32557,87,,,,20410,59,TiO2,5944.66,128.416,3563,77,,,,131,9,,,,54,11,,,,548,14,,,,22305,73,,,,0,85,,,,18,3,,,,55,3,,,,67,2,,,,2,1,,,,0,5,,,,94,1,,,,517,2,,,,7,1,,,,147,1,,,,9,1,,,,0,39,,,,0,218,,,,0,263,,,,0,427,,,,0,567,,,,0,54,,,,0,39,,,,12,1,,,,0,96,,,,0,131,,,,4,1,,,,511282,973,debitage-grey,NHW,17-1055-006,297e,debitage,60,60,BVR,BVR-297e
801021,78,2018-11-14,16:24:27,Geochem(2),,78,No,,,PPM,,,,0,3878,,,,81963,674,,,,298168,772,,,,0,71,,,,824,33,,,,24372,80,,,,25424,77,TiO2,6336.33,143.984,3798,86,,,,146,10,,,,72,13,,,,580,16,,,,28461,97,,,,0,106,,,,34,3,,,,81,3,,,,74,2,,,,4,1,,,,0,5,,,,92,1,,,,529,3,,,,10,1,,,,168,2,,,,17,1,,,,10,1,,,,0,244,,,,0,294,,,,0,484,,,,0,645,,,,10,3,,,,0,43,,,,15,1,,,,0,108,,,,15,3,,,,5,1,,,,535126,1096,debitage-ctx,NHW,17-1055-006,298a,debitage,60,60,BVR,BVR-298a
801021,79,2018-11-14,16:29:25,Geochem(2),,79,No,,,PPM,,,,0,2944,,,,80210,602,,,,323737,713,,,,263,38,,,,917,28,,,,34189,90,,,,20089,59,TiO2,6187.13,130.75,3709,78,,,,129,9,,,,44,11,,,,513,14,,,,23553,76,,,,0,88,,,,20,3,,,,63,3,,,,67,2,,,,4,1,,,,0,5,,,,99,1,,,,501,2,,,,9,1,,,,151,1,,,,12,1,,,,0,39,,,,0,221,,,,0,265,,,,0,438,,,,0,586,,,,0,55,,,,0,41,,,,12,1,,,,0,97,,,,0,132,,,,0,67,,,,511709,977,debitage-grey,NHW,17-1055-006,298b,debitage,60,60,BVR,BVR-298b
801021,6,2018-11-14,10:55:45,Geochem(2),,6,No,,,PPM,,,,0,2548,,,,90234,608,,,,358917,710,,,,0,49,,,,775,27,,,,32676,83,,,,15634,49,TiO2,4844.66,116.856,2904,70,,,,98,8,,,,0,32,,,,422,12,,,,19364,63,,,,0,76,,,,16,3,,,,50,2,,,,63,2,,,,4,1,,,,0,5,,,,126,1,,,,441,2,,,,8,1,,,,186,1,,,,15,1,,,,0,38,,,,0,208,,,,0,247,,,,0,394,,,,0,516,,,,0,52,,,,0,37,,,,16,1,,,,0,94,,,,8,2,,,,0,65,,,,478045,927,BVR,NHW,17-1055-006,2a,formal tool,60,60,BVR,BVR-2a
801021,7,2018-11-14,10:58:45,Geochem(2),,7,No,,,PPM,,,,0,2898,,,,86573,627,,,,339364,738,,,,0,55,,,,828,29,,,,31180,85,,,,15023,51,TiO2,4402.93,117.005,2639,70,,,,101,8,,,,0,34,,,,386,12,,,,18296,64,,,,0,79,,,,8,3,,,,47,2,,,,62,2,,,,3,1,,,,0,5,,,,121,1,,,,418,2,,,,8,1,,,,176,1,,,,15,1,,,,0,40,,,,0,220,,,,0,261,,,,0,415,,,,0,542,,,,0,54,,,,0,40,,,,15,1,,,,0,100,,,,9,3,,,,4,1,,,,504723,980,BVR,NHW,17-1055-006,2b,formal tool,60,60,BVR,BVR-2b
801021,99,2018-11-14,17:36:19,Geochem(2),,99,No,,,PPM,,,,0,3619,,,,77753,648,,,,313253,769,,,,562,44,,,,821,32,,,,29855,90,,,,16041,56,TiO2,4780.42,129.022,2865,77,,,,147,9,,,,39,12,,,,427,14,,,,17855,68,,,,0,82,,,,21,3,,,,57,3,,,,58,2,,,,0,10,,,,0,5,,,,122,1,,,,426,2,,,,10,1,,,,175,1,,,,19,1,,,,9,1,,,,0,244,,,,0,294,,,,0,485,,,,0,642,,,,9,3,,,,0,43,,,,17,1,,,,0,108,,,,19,3,,,,5,1,,,,539433,1043,debitage,NHW,17-1055-006,390a,debitage,60,60,BVR,BVR-390a
801021,100,2018-11-14,17:38:49,Geochem(2),,100,No,,,PPM,,,,0,3869,,,,81072,665,,,,302588,772,,,,0,72,,,,820,32,,,,26463,85,,,,20788,67,TiO2,5607.04,137.822,3361,83,,,,130,9,,,,55,13,,,,483,15,,,,23572,84,,,,0,97,,,,37,3,,,,65,3,,,,72,2,,,,3,1,,,,0,5,,,,107,1,,,,500,2,,,,9,1,,,,167,2,,,,17,1,,,,8,1,,,,0,245,,,,0,295,,,,0,489,,,,0,651,,,,14,3,,,,0,45,,,,14,1,,,,0,108,,,,17,3,,,,4,1,,,,539633,1076,debitage coarse,NHW,17-1055-006,390b,debitage,60,60,BVR,BVR-390b
801021,101,2018-11-14,17:41:18,Geochem(2),,101,No,,,PPM,,,,0,3119,,,,85378,623,,,,339495,743,,,,0,58,,,,794,30,,,,31536,87,,,,15488,52,TiO2,4584.97,121.871,2748,73,,,,97,8,,,,0,35,,,,408,13,,,,18292,65,,,,0,79,,,,9,3,,,,48,3,,,,59,2,,,,4,1,,,,0,5,,,,124,1,,,,424,2,,,,8,1,,,,179,1,,,,15,1,,,,4,1,,,,0,225,,,,0,268,,,,0,428,,,,0,561,,,,0,54,,,,0,38,,,,14,1,,,,0,102,,,,18,3,,,,5,1,,,,504851,987,debitage coarse,NHW,17-1055-006,390c,debitage,60,60,BVR,BVR-390c
801021,102,2018-11-14,17:43:54,Geochem(2),,102,No,,,PPM,,,,0,3612,,,,76253,632,,,,309592,756,,,,0,65,,,,900,31,,,,31180,92,,,,15075,54,TiO2,4718.44,126.145,2828,76,,,,139,9,,,,0,37,,,,421,13,,,,18044,68,,,,0,83,,,,20,3,,,,68,3,,,,61,2,,,,4,1,,,,0,5,,,,123,1,,,,431,2,,,,9,1,,,,182,1,,,,19,1,,,,11,1,,,,0,240,,,,0,288,,,,0,477,,,,0,634,,,,0,58,,,,0,42,,,,15,1,,,,0,106,,,,18,3,,,,5,1,,,,544601,1029,debitage,NHW,17-1055-006,390d,debitage,60,60,BVR,BVR-390d
801021,22,2018-11-14,11:48:55,Geochem(2),,22,No,,,PPM,,,,0,3267,,,,83759,638,,,,324408,753,,,,0,62,,,,842,31,,,,29412,86,,,,15711,54,TiO2,4628.48,124.318,2774,75,,,,123,9,,,,0,37,,,,413,13,,,,17603,66,,,,0,79,,,,23,3,,,,59,3,,,,57,2,,,,4,1,,,,0,5,,,,120,1,,,,426,2,,,,9,1,,,,174,1,,,,18,1,,,,6,1,,,,0,237,,,,0,285,,,,0,468,,,,0,624,,,,9,3,,,,0,42,,,,15,1,,,,0,104,,,,15,3,,,,5,1,,,,524016,1014,debitage - BRFx,NHW,17-1055-006,56a,debitage,60,60,BVR,BVR-56a
801021,23,2018-11-14,11:51:36,Geochem(2),,23,No,,,PPM,,,,0,3194,,,,83346,617,,,,321725,724,,,,137,38,,,,940,29,,,,30866,86,,,,15978,52,TiO2,5016.85,123.384,3007,74,,,,114,8,,,,0,35,,,,432,13,,,,19070,67,,,,0,80,,,,15,3,,,,57,3,,,,63,2,,,,3,1,,,,0,5,,,,125,1,,,,439,2,,,,9,1,,,,181,1,,,,17,1,,,,6,1,,,,0,226,,,,0,271,,,,0,444,,,,0,588,,,,11,3,,,,0,40,,,,16,1,,,,0,100,,,,17,3,,,,0,68,,,,523426,981,debitage - BRF,NHW,17-1055-006,56b,debitage,60,60,BVR,BVR-56b
801021,25,2018-11-14,11:58:14,Geochem(2),,25,No,,,PPM,,,,0,2916,,,,85377,604,,,,332320,718,,,,0,55,,,,814,28,,,,30570,83,,,,16056,52,TiO2,4833.89,120.384,2897,72,,,,115,8,,,,36,11,,,,439,13,,,,18836,65,,,,0,78,,,,13,3,,,,57,3,,,,59,2,,,,3,1,,,,0,5,,,,125,1,,,,438,2,,,,6,1,,,,177,1,,,,17,1,,,,4,1,,,,0,223,,,,0,267,,,,0,440,,,,0,585,,,,8,3,,,,0,40,,,,16,1,,,,0,98,,,,10,3,,,,6,1,,,,511599,962,debitage,NHW,17-1055-006,64a,debitage,60,60,BVR,BVR-64a
801021,26,2018-11-14,12:00:44,Geochem(2),,26,No,,,PPM,,,,0,3400,,,,81954,639,,,,319699,750,,,,0,63,,,,917,31,,,,31623,91,,,,15417,54,TiO2,4686.76,125.639,2809,75,,,,144,9,,,,0,37,,,,423,13,,,,17910,67,,,,0,80,,,,17,3,,,,56,3,,,,61,2,,,,0,10,,,,0,5,,,,125,1,,,,431,2,,,,9,1,,,,181,1,,,,18,1,,,,7,1,,,,0,237,,,,0,285,,,,0,469,,,,0,625,,,,0,57,,,,0,40,,,,18,1,,,,0,105,,,,19,3,,,,4,1,,,,528156,1016,debitage,NHW,17-1055-006,64b,debitage,60,60,BVR,BVR-64b
801021,27,2018-11-14,12:05:05,Geochem(2),,27,No,,,PPM,,,,0,8280,,,,57954,853,,,,237893,930,,,,0,140,,,,1392,52,,,,27308,120,,,,15543,76,TiO2,4415.2,162.815,2647,98,,,,137,12,,,,0,51,,,,454,18,,,,17978,94,,,,0,108,,,,32,4,,,,77,4,,,,57,3,,,,0,13,,,,0,7,,,,121,2,,,,432,3,,,,10,1,,,,179,2,,,,33,1,,,,25,2,,,,0,330,,,,0,400,,,,0,659,,,,0,880,,,,13,4,,,,0,57,,,,17,2,,,,0,146,,,,33,4,,,,9,2,,,,637658,1350,core,NHW,17-1055-006,67a,core,60,60,BVR,BVR-67a
801021,28,2018-11-14,12:07:29,Geochem(2),,28,No,,,PPM,,,,0,3627,,,,77160,639,,,,308685,755,,,,0,65,,,,839,31,,,,30088,89,,,,16101,56,TiO2,4802.1,127.573,2878,76,,,,143,9,,,,0,38,,,,418,13,,,,19481,72,,,,0,84,,,,26,3,,,,70,3,,,,66,2,,,,3,1,,,,0,5,,,,125,1,,,,447,2,,,,7,1,,,,181,1,,,,20,1,,,,9,1,,,,0,239,,,,0,289,,,,0,477,,,,0,634,,,,10,3,,,,0,44,,,,16,1,,,,0,107,,,,19,3,,,,4,1,,,,543203,1031,core,NHW,17-1055-006,67b,core,60,60,BVR,BVR-67b
