Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude,Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Te Compound,Te Compound Level,Te Compound Error,Te Concentration,Te Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Au Compound,Au Compound Level,Au Compound Error,Au Concentration,Au Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Notes,Operator,Project No.,Sample ID,Sample Type,Real Time 1,Real Time 2
801054,7,2018-11-24,21:01:06,Geochem(2),,7,No,,,PPM,,,,0,7040,,,,63634,926,,,,251787,1033,,,,497,75,,,,777,45,,,,21723,107,,,,21188,98,,,,3612,112,,,,72,12,,,,0,53,,,,689,22,,,,27083,133,,,,0,126,,,,55,5,,,,149,5,,,,453,7,,,,70,8,,,,0,9,,,,121,2,,,,237,2,,,,40,2,,,,300,3,,,,23,1,,,,0,56,,,,0,312,,,,53,8,,,,0,612,,,,53,14,,,,54,10,,,,0,160,,,,0,71,,,,11,3,,,,1499,11,,,,0,154,,,,16,4,,,,0,94,,,,605804,1500,blank,NHW,blank,1,blank,30,30
801054,8,2018-11-24,21:02:55,Geochem(2),,8,No,,,PPM,,,,0,7031,,,,62926,923,,,,252012,1037,,,,392,75,,,,817,46,,,,22451,110,,,,21911,101,,,,3428,110,,,,116,13,,,,0,54,,,,705,23,,,,28182,138,,,,0,129,,,,49,5,,,,164,6,,,,456,7,,,,93,8,,,,3,1,,,,122,2,,,,238,2,,,,39,2,,,,308,3,,,,24,1,,,,0,56,,,,0,312,,,,50,8,,,,0,615,,,,0,834,,,,74,10,,,,0,166,,,,0,72,,,,18,3,,,,1532,11,,,,0,155,,,,15,4,,,,0,93,,,,603874,1511,blank,NHW,blank,1,blank,30,30
801054,9,2018-11-24,21:09:38,Geochem(2),,9,No,,,PPM,,,,0,4739,,,,87480,899,,,,313433,1033,,,,1093,78,,,,647,42,,,,18885,89,,,,25648,101,,,,5152,123,,,,165,14,,,,76,17,,,,304,17,,,,30843,131,,,,0,130,,,,58,5,,,,76,4,,,,103,3,,,,32,3,,,,0,6,,,,44,1,,,,869,4,,,,9,1,,,,162,2,,,,5,1,,,,0,52,,,,0,306,,,,0,371,,,,0,613,,,,0,831,,,,150,9,,,,0,108,,,,0,45,,,,0,56,,,,149,3,,,,0,143,,,,13,4,,,,0,101,,,,514605,1438,Princeton river,NHW,Princeton river,1,Geo,30,30
801054,10,2018-11-24,21:12:47,Geochem(2),,10,No,,,PPM,,,,0,5703,,,,76006,912,,,,282355,1036,,,,1277,81,,,,0,92,,,,18731,93,,,,27352,112,,,,5051,126,,,,183,14,,,,64,17,,,,841,24,,,,26291,124,,,,0,124,,,,62,5,,,,71,4,,,,85,3,,,,0,13,,,,0,7,,,,46,1,,,,876,5,,,,8,1,,,,161,2,,,,6,1,,,,0,55,,,,0,321,,,,0,390,,,,0,644,,,,0,875,,,,164,10,,,,0,105,,,,0,42,,,,7,2,,,,16,2,,,,0,149,,,,13,4,,,,0,104,,,,560334,1474,Princeton river,NHW,Princeton river,1,Geo,30,30
801054,11,2018-11-24,21:17:27,Geochem(2),,11,No,,,PPM,,,,0,5082,,,,84016,898,,,,309927,1049,,,,1125,79,,,,490,42,,,,18527,90,,,,25273,102,,,,4983,123,,,,166,14,,,,74,17,,,,314,17,,,,33067,141,,,,0,136,,,,69,5,,,,78,4,,,,105,4,,,,35,3,,,,0,7,,,,42,1,,,,851,4,,,,11,1,,,,159,2,,,,7,1,,,,0,52,,,,0,309,,,,0,376,,,,0,623,,,,0,842,,,,161,10,,,,0,112,,,,0,46,,,,0,58,,,,198,4,,,,0,144,,,,0,193,,,,0,100,,,,520324,1466,Princeton river,NHW,Princeton river,1,Geo,30,30
801054,12,2018-11-24,21:20:39,Geochem(2),,12,No,,,PPM,,,,0,4524,,,,68210,844,,,,361242,1100,,,,0,93,,,,0,73,,,,31541,124,,,,6396,57,,,,1773,91,,,,120,12,,,,0,47,,,,384,17,,,,11057,67,,,,0,78,,,,24,4,,,,12,3,,,,37,2,,,,0,13,,,,0,7,,,,88,1,,,,106,1,,,,25,1,,,,138,2,,,,11,1,,,,0,55,,,,0,329,,,,0,398,,,,0,656,,,,0,889,,,,145,9,,,,0,104,,,,0,43,,,,0,58,,,,21,2,,,,0,139,,,,11,4,,,,0,86,,,,518659,1367,Glass Butte,NHW,Glass Butte,1,Geo,30,30
801054,13,2018-11-24,21:22:01,Geochem(2),,13,No,,,PPM,,,,0,4876,,,,68185,866,,,,352214,1117,,,,0,102,,,,0,79,,,,31214,127,,,,6526,58,,,,1902,94,,,,99,12,,,,0,47,,,,417,18,,,,10918,68,,,,0,79,,,,36,5,,,,0,18,,,,31,2,,,,0,13,,,,0,7,,,,84,1,,,,108,1,,,,26,1,,,,140,2,,,,13,1,,,,7,2,,,,0,337,,,,0,409,,,,0,673,,,,0,910,,,,154,9,,,,0,109,,,,0,44,,,,0,59,,,,19,2,,,,0,144,,,,15,4,,,,0,90,,,,527891,1400,Glass Butte,NHW,Glass Butte,1,Geo,30,30
801054,14,2018-11-24,21:23:34,Geochem(2),,14,No,,,PPM,,,,0,4010,,,,73310,819,,,,380507,1073,,,,0,84,,,,0,65,,,,31883,119,,,,6169,56,,,,1775,88,,,,129,12,,,,64,16,,,,406,17,,,,10821,64,,,,0,75,,,,15,4,,,,0,17,,,,36,2,,,,0,12,,,,0,6,,,,83,1,,,,107,1,,,,27,1,,,,140,2,,,,9,1,,,,0,54,,,,0,320,,,,0,387,,,,0,636,,,,0,865,,,,135,9,,,,0,98,,,,0,41,,,,8,2,,,,18,2,,,,0,134,,,,0,180,,,,0,84,,,,494359,1318,Glass Butte,NHW,Glass Butte,1,Geo,30,30
801054,15,2018-11-24,21:25:51,Geochem(2),,15,No,,,PPM,,,,0,4307,,,,94383,862,,,,342598,1025,,,,0,101,,,,0,67,,,,12909,71,,,,31386,111,,,,3287,104,,,,102,12,,,,0,50,,,,584,20,,,,27991,117,,,,0,121,,,,62,5,,,,29,3,,,,62,3,,,,0,11,,,,0,6,,,,25,1,,,,750,4,,,,15,1,,,,131,2,,,,6,1,,,,0,51,,,,0,304,,,,0,370,,,,0,610,,,,0,826,,,,131,9,,,,0,103,,,,0,42,,,,0,57,,,,8,1,,,,0,137,,,,0,188,,,,0,94,,,,485542,1378,geo-bvr,NHW,geo-bvr,1,Geo,30,30
801054,16,2018-11-24,21:27:34,Geochem(2),,16,No,,,PPM,,,,0,8053,,,,70110,1039,,,,269362,1204,,,,0,178,,,,0,129,,,,12155,88,,,,30698,145,,,,2870,122,,,,110,15,,,,0,60,,,,557,24,,,,25919,146,,,,0,144,,,,73,6,,,,27,4,,,,59,3,,,,0,13,,,,0,8,,,,23,1,,,,744,5,,,,15,1,,,,134,2,,,,11,2,,,,15,2,,,,0,386,,,,0,470,,,,0,773,,,,0,1049,,,,235,12,,,,0,131,,,,0,53,,,,0,71,,,,8,2,,,,0,175,,,,23,5,,,,0,119,,,,586852,1713,geo-bvr,NHW,geo-bvr,1,Geo,30,30
801054,17,2018-11-24,21:30:43,Geochem(2),,17,No,,,PPM,,,,0,3995,,,,99054,839,,,,360836,1008,,,,0,93,,,,0,62,,,,12351,68,,,,32090,108,,,,3120,101,,,,87,11,,,,67,15,,,,624,20,,,,27658,112,,,,0,119,,,,61,5,,,,27,3,,,,59,3,,,,0,11,,,,0,6,,,,26,1,,,,731,4,,,,13,1,,,,127,2,,,,0,34,,,,0,50,,,,0,299,,,,0,362,,,,0,594,,,,0,807,,,,120,9,,,,0,99,,,,0,39,,,,0,54,,,,9,1,,,,0,133,,,,0,181,,,,0,91,,,,462939,1333,geo-bvr,NHW,geo-bvr,1,Geo,30,30
801054,18,2018-11-24,21:34:27,Geochem(2),,18,No,,,PPM,,,,0,5801,,,,82319,948,,,,311048,1132,,,,0,132,,,,0,92,,,,12810,80,,,,30149,124,,,,3052,113,,,,110,13,,,,0,56,,,,532,21,,,,25386,126,,,,0,130,,,,54,5,,,,33,4,,,,59,3,,,,0,12,,,,0,7,,,,25,1,,,,732,4,,,,14,1,,,,131,2,,,,9,1,,,,0,58,,,,0,346,,,,0,421,,,,0,694,,,,0,940,,,,173,10,,,,0,113,,,,0,45,,,,0,61,,,,11,2,,,,0,157,,,,16,4,,,,0,106,,,,533337,1552,geo-bvr,NHW,geo-bvr,2,Geo,30,30
801054,19,2018-11-24,22:32:42,Geochem(2),,19,No,,,PPM,,,,0,5898,,,,80668,935,,,,306494,1121,,,,0,130,,,,0,92,,,,13039,81,,,,30455,125,,,,3241,115,,,,74,13,,,,62,17,,,,544,21,,,,26264,129,,,,0,130,,,,52,5,,,,28,4,,,,63,3,,,,0,12,,,,0,7,,,,24,1,,,,732,4,,,,15,1,,,,132,2,,,,9,1,,,,0,58,,,,0,345,,,,0,420,,,,0,693,,,,0,937,,,,182,10,,,,0,110,,,,0,44,,,,0,61,,,,8,2,,,,0,156,,,,0,212,,,,0,108,,,,537915,1546,geo-bvr,NHW,geo-bvr,2,Geo,30,30
801054,20,2018-11-24,22:41:38,Geochem(2),,20,No,,,PPM,,,,0,7220,,,,73901,984,,,,280825,1159,,,,0,157,,,,0,113,,,,12047,83,,,,30715,137,,,,2906,117,,,,70,13,,,,73,18,,,,575,23,,,,26741,140,,,,0,139,,,,65,6,,,,31,4,,,,64,3,,,,0,13,,,,0,7,,,,24,1,,,,734,5,,,,16,1,,,,131,2,,,,9,1,,,,11,2,,,,0,365,,,,0,444,,,,0,732,,,,0,995,,,,214,11,,,,0,116,,,,0,49,,,,0,64,,,,11,2,,,,0,164,,,,0,223,,,,0,115,,,,570838,1635,geo-bvr,NHW,geo-bvr,2,Geo,30,30
801054,21,2018-11-24,22:51:27,Geochem(2),,21,No,,,PPM,,,,0,6883,,,,59565,911,,,,243219,1053,,,,437,77,,,,855,47,,,,22043,113,,,,21755,105,,,,3182,112,,,,113,13,,,,61,18,,,,635,23,,,,26809,139,,,,0,130,,,,48,5,,,,149,6,,,,435,7,,,,75,8,,,,0,10,,,,119,2,,,,240,2,,,,38,2,,,,305,3,,,,24,2,,,,6,2,,,,0,327,,,,61,8,,,,40,12,,,,56,15,,,,92,10,,,,0,167,,,,0,73,,,,12,3,,,,1503,12,,,,0,161,,,,22,4,,,,0,99,,,,618098,1542,blank,NHW,blank,1,blank,30,30
801054,22,2018-11-24,22:53:28,Geochem(2),,22,No,,,PPM,,,,0,7050,,,,19999,594,,,,194682,817,,,,447,55,,,,415,35,,,,5486,45,,,,541,25,,,,10577,144,,,,131,13,,,,98,14,,,,380,15,,,,19519,96,,,,0,95,,,,56,4,,,,13,3,,,,57,2,,,,3,1,,,,0,5,,,,23,1,,,,183,2,,,,15,1,,,,74,1,,,,0,31,,,,0,44,,,,0,278,,,,0,337,,,,0,558,,,,0,759,,,,106,9,,,,0,91,,,,0,36,,,,0,50,,,,4,1,,,,15,3,,,,0,155,,,,0,71,,,,747177,1062,exped tool,NHW,EeQw-166,120,exped tool,30,30
801054,23,2018-11-24,22:56:08,Geochem(2),,23,No,,,PPM,,,,0,5041,,,,65596,776,,,,370501,1121,,,,0,101,,,,0,78,,,,10193,66,,,,0,157,,,,3185,102,,,,281,14,,,,70,17,,,,619,20,,,,30788,127,,,,0,126,,,,48,5,,,,22,3,,,,43,2,,,,3,1,,,,0,6,,,,26,1,,,,202,2,,,,11,1,,,,76,1,,,,0,34,,,,0,49,,,,0,302,,,,0,369,,,,0,612,,,,0,836,,,,199,9,,,,0,100,,,,0,40,,,,0,55,,,,7,1,,,,0,124,,,,0,168,,,,0,79,,,,518130,1373,exped tool,NHW,EeQw-166,120,exped tool,30,30
801054,24,2018-11-24,22:57:33,Geochem(2),,24,No,,,PPM,,,,0,5860,,,,51112,795,,,,381225,1251,,,,0,119,,,,0,94,,,,8632,70,,,,0,167,,,,2267,103,,,,220,15,,,,56,18,,,,373,18,,,,17354,94,,,,0,104,,,,46,5,,,,24,3,,,,41,3,,,,4,1,,,,0,7,,,,21,1,,,,169,2,,,,13,1,,,,57,1,,,,5,1,,,,0,56,,,,0,348,,,,0,425,,,,0,703,,,,0,961,,,,228,10,,,,0,110,,,,0,45,,,,0,59,,,,0,46,,,,0,142,,,,0,193,,,,0,89,,,,538155,1460,exped tool,NHW,EeQw-166,120,exped tool,30,30
801054,25,2018-11-24,22:59:56,Geochem(2),,25,No,,,PPM,,,,0,4405,,,,88001,857,,,,340553,1023,,,,285,68,,,,150,38,,,,32732,123,,,,15364,75,,,,2683,99,,,,162,13,,,,0,50,,,,543,19,,,,17973,88,,,,0,97,,,,36,4,,,,40,3,,,,62,3,,,,0,12,,,,0,7,,,,124,2,,,,428,3,,,,7,1,,,,182,2,,,,9,1,,,,0,54,,,,0,314,,,,0,380,,,,0,628,,,,0,855,,,,155,9,,,,0,103,,,,0,42,,,,0,57,,,,16,2,,,,0,140,,,,0,188,,,,0,96,,,,500495,1360,exped tool,NHW,EeQw-166,137,exped tool,30,30
801054,26,2018-11-24,23:01:40,Geochem(2),,26,No,,,PPM,,,,0,4692,,,,89755,895,,,,342589,1068,,,,0,102,,,,309,42,,,,32003,126,,,,14832,77,,,,2636,103,,,,123,13,,,,0,51,,,,406,18,,,,16516,87,,,,0,98,,,,36,5,,,,43,4,,,,54,3,,,,0,13,,,,0,7,,,,118,2,,,,406,3,,,,9,1,,,,180,2,,,,10,1,,,,0,56,,,,0,329,,,,0,400,,,,0,662,,,,0,901,,,,170,9,,,,0,110,,,,0,45,,,,6,2,,,,16,2,,,,0,150,,,,26,4,,,,0,99,,,,499756,1414,exped tool,NHW,EeQw-166,137,exped tool,30,30
801054,27,2018-11-24,23:03:38,Geochem(2),,27,No,,,PPM,,,,0,3401,,,,102644,819,,,,380347,978,,,,212,64,,,,368,36,,,,33234,114,,,,14667,71,,,,2613,94,,,,149,12,,,,0,47,,,,434,17,,,,17353,80,,,,0,92,,,,26,4,,,,40,3,,,,63,3,,,,0,12,,,,0,6,,,,121,1,,,,419,3,,,,9,1,,,,182,2,,,,4,1,,,,0,50,,,,0,297,,,,0,360,,,,0,598,,,,0,810,,,,119,8,,,,0,101,,,,0,41,,,,0,54,,,,15,1,,,,0,133,,,,0,178,,,,0,91,,,,446982,1258,exped tool,NHW,EeQw-166,137,exped tool,30,30
801054,28,2018-11-24,23:05:22,Geochem(2),,28,No,,,PPM,,,,0,4446,,,,93042,884,,,,339829,1040,,,,251,70,,,,0,72,,,,32206,124,,,,15182,77,,,,2773,102,,,,134,13,,,,0,49,,,,422,18,,,,17398,88,,,,0,99,,,,30,4,,,,41,3,,,,60,3,,,,0,12,,,,0,7,,,,121,2,,,,421,3,,,,8,1,,,,184,2,,,,12,1,,,,0,55,,,,0,320,,,,0,387,,,,0,638,,,,0,865,,,,118,9,,,,0,107,,,,0,45,,,,0,57,,,,16,2,,,,0,146,,,,22,4,,,,0,98,,,,497730,1387,exped tool,NHW,EeQw-166,138,exped tool,30,30
801054,29,2018-11-24,23:06:52,Geochem(2),,29,No,,,PPM,,,,0,4754,,,,93224,906,,,,338503,1068,,,,0,102,,,,0,76,,,,31004,124,,,,13864,75,,,,2541,102,,,,150,13,,,,0,52,,,,395,18,,,,16373,87,,,,0,98,,,,41,5,,,,43,4,,,,54,3,,,,0,13,,,,0,7,,,,117,2,,,,406,3,,,,7,1,,,,180,2,,,,11,1,,,,0,56,,,,0,330,,,,0,403,,,,0,670,,,,0,910,,,,183,9,,,,0,107,,,,0,44,,,,0,57,,,,18,2,,,,0,148,,,,13,4,,,,0,100,,,,502872,1421,exped tool,NHW,EeQw-166,138,exped tool,30,30
801054,30,2018-11-24,23:08:21,Geochem(2),,30,No,,,PPM,,,,0,4147,,,,97143,862,,,,359553,1027,,,,0,91,,,,0,66,,,,32867,121,,,,14936,75,,,,2859,101,,,,160,13,,,,0,50,,,,394,17,,,,17186,85,,,,0,95,,,,41,4,,,,39,3,,,,57,3,,,,4,1,,,,0,6,,,,123,2,,,,422,3,,,,9,1,,,,185,2,,,,9,1,,,,0,54,,,,0,314,,,,0,382,,,,0,633,,,,0,859,,,,145,9,,,,0,105,,,,0,43,,,,0,59,,,,16,2,,,,0,141,,,,0,189,,,,0,97,,,,473852,1345,exped tool,NHW,EeQw-166,138,exped tool,30,30
801054,31,2018-11-24,23:10:51,Geochem(2),,31,No,,,PPM,,,,0,5982,,,,87805,950,,,,283891,1053,,,,0,128,,,,0,97,,,,23614,111,,,,18520,90,,,,4817,127,,,,142,14,,,,0,56,,,,337,18,,,,24094,119,,,,0,122,,,,53,5,,,,39,4,,,,65,3,,,,4,1,,,,0,7,,,,87,1,,,,523,3,,,,10,1,,,,199,2,,,,17,1,,,,0,57,,,,0,334,,,,0,406,,,,0,672,,,,0,908,,,,145,10,,,,0,112,,,,0,47,,,,0,61,,,,15,2,,,,0,152,,,,23,4,,,,0,104,,,,555600,1504,exped tool,NHW,EeQw-166,199,exped tool,30,30
801054,32,2018-11-24,23:17:17,Geochem(2),,32,No,,,PPM,,,,0,4796,,,,100584,911,,,,318606,1027,,,,0,109,,,,0,78,,,,22936,101,,,,18614,85,,,,4689,120,,,,161,14,,,,0,52,,,,346,17,,,,24299,111,,,,0,116,,,,44,5,,,,38,3,,,,67,3,,,,0,12,,,,0,6,,,,83,1,,,,513,3,,,,9,1,,,,194,2,,,,12,1,,,,0,54,,,,0,317,,,,0,385,,,,0,636,,,,0,858,,,,130,9,,,,0,105,,,,0,42,,,,0,58,,,,14,2,,,,0,142,,,,0,191,,,,0,98,,,,508662,1421,exped tool,NHW,EeQw-166,199,exped tool,30,30
801054,33,2018-11-24,23:18:32,Geochem(2),,33,No,,,PPM,,,,0,6626,,,,83332,993,,,,272249,1094,,,,0,144,,,,0,110,,,,22553,114,,,,18388,94,,,,4633,131,,,,127,15,,,,0,57,,,,360,19,,,,24724,128,,,,0,130,,,,56,5,,,,39,4,,,,74,3,,,,0,13,,,,0,8,,,,85,2,,,,523,4,,,,10,1,,,,192,2,,,,17,1,,,,9,2,,,,0,351,,,,0,427,,,,0,705,,,,0,958,,,,200,11,,,,0,114,,,,0,45,,,,0,63,,,,16,2,,,,0,159,,,,24,4,,,,0,107,,,,572391,1578,exped tool,NHW,EeQw-166,199,exped tool,30,30
801054,34,2018-11-24,23:22:03,Geochem(2),,34,No,,,PPM,,,,0,3701,,,,43331,662,,,,389157,1051,,,,662,62,,,,358,35,,,,38203,129,,,,0,132,,,,1101,76,,,,56,10,,,,0,44,,,,794,21,,,,23154,98,,,,0,104,,,,29,4,,,,14,3,,,,112,3,,,,5,1,,,,0,6,,,,138,2,,,,33,1,,,,41,1,,,,269,2,,,,15,1,,,,11,2,,,,0,292,,,,0,355,,,,0,587,,,,0,797,,,,146,9,,,,20,5,,,,0,39,,,,0,54,,,,12,1,,,,0,126,,,,0,168,,,,0,79,,,,502339,1269,deb,NHW,EeQw-168,11,deb,30,30
801054,35,2018-11-24,23:23:34,Geochem(2),,35,No,,,PPM,,,,0,5314,,,,42239,770,,,,348174,1141,,,,951,77,,,,520,45,,,,39248,153,,,,0,179,,,,1116,84,,,,33,11,,,,0,47,,,,261,16,,,,7790,57,,,,0,68,,,,24,4,,,,0,18,,,,38,2,,,,4,1,,,,0,7,,,,146,2,,,,34,1,,,,45,1,,,,282,2,,,,18,1,,,,5,2,,,,0,338,,,,0,410,,,,0,677,,,,0,915,,,,126,9,,,,0,108,,,,0,44,,,,0,58,,,,12,2,,,,0,147,,,,14,4,,,,5,2,,,,558915,1387,deb,NHW,EeQw-168,11,deb,30,30
801054,36,2018-11-24,23:24:56,Geochem(2),,36,No,,,PPM,,,,0,5602,,,,38430,786,,,,370484,1228,,,,0,115,,,,256,50,,,,36354,151,,,,0,175,,,,1054,89,,,,42,12,,,,0,47,,,,90,13,,,,1308,24,,,,0,32,,,,41,5,,,,10,3,,,,10,2,,,,0,12,,,,0,7,,,,130,2,,,,29,1,,,,41,1,,,,260,2,,,,18,1,,,,5,2,,,,0,365,,,,0,442,,,,0,735,,,,0,994,,,,198,10,,,,0,112,,,,0,47,,,,0,61,,,,9,2,,,,0,157,,,,25,4,,,,0,98,,,,551204,1439,deb,NHW,EeQw-168,11,deb,30,30
801054,37,2018-11-24,23:27:46,Geochem(2),,37,No,,,PPM,,,,0,6877,,,,70418,970,,,,319756,1225,,,,279,88,,,,0,111,,,,24881,126,,,,12449,80,,,,2400,114,,,,100,14,,,,57,19,,,,341,19,,,,14178,91,,,,0,102,,,,44,5,,,,35,4,,,,51,3,,,,0,14,,,,0,7,,,,99,2,,,,333,3,,,,7,1,,,,147,2,,,,11,1,,,,10,2,,,,0,382,,,,0,464,,,,0,776,,,,0,1057,,,,271,11,,,,0,121,,,,0,49,,,,0,65,,,,15,2,,,,0,166,,,,17,4,,,,0,110,,,,554102,1602,exped tool,NHW,EeQw-169,146,exped tool,30,30
801054,38,2018-11-24,23:29:47,Geochem(2),,38,No,,,PPM,,,,0,4637,,,,86176,862,,,,340538,1048,,,,0,100,,,,0,74,,,,31586,123,,,,14939,76,,,,2511,99,,,,128,13,,,,0,50,,,,388,18,,,,16978,87,,,,0,98,,,,33,4,,,,47,4,,,,61,3,,,,0,13,,,,0,6,,,,121,2,,,,414,3,,,,11,1,,,,180,2,,,,10,1,,,,0,55,,,,0,322,,,,0,391,,,,0,649,,,,0,878,,,,169,9,,,,0,108,,,,0,44,,,,0,58,,,,16,2,,,,0,145,,,,18,4,,,,0,98,,,,505677,1386,exped tool,NHW,EeQw-169,146,exped tool,30,30
801054,39,2018-11-24,23:31:16,Geochem(2),,39,No,,,PPM,,,,0,4594,,,,92092,870,,,,329979,1017,,,,213,68,,,,0,71,,,,31575,121,,,,16380,78,,,,2539,98,,,,165,13,,,,0,49,,,,407,18,,,,17742,88,,,,0,98,,,,39,4,,,,46,3,,,,69,3,,,,0,13,,,,0,6,,,,123,2,,,,422,3,,,,9,1,,,,182,2,,,,9,1,,,,0,54,,,,0,315,,,,0,383,,,,0,634,,,,0,859,,,,160,9,,,,0,104,,,,0,42,,,,0,58,,,,20,2,,,,0,140,,,,0,188,,,,0,97,,,,507830,1372,exped tool,NHW,EeQw-169,146,exped tool,30,30
801054,40,2018-11-24,23:32:52,Geochem(2),,40,No,,,PPM,,,,0,4501,,,,89594,874,,,,335124,1038,,,,0,104,,,,0,74,,,,31764,123,,,,15230,77,,,,2571,99,,,,157,13,,,,0,51,,,,421,18,,,,17189,88,,,,0,98,,,,35,4,,,,43,3,,,,60,3,,,,4,1,,,,0,7,,,,123,2,,,,420,3,,,,10,1,,,,181,2,,,,10,1,,,,0,55,,,,0,321,,,,0,389,,,,0,646,,,,0,874,,,,132,9,,,,0,109,,,,0,44,,,,0,61,,,,16,2,,,,0,144,,,,15,4,,,,0,98,,,,506901,1386,exped tool,NHW,EeQw-169,158,exped tool,30,30
801054,41,2018-11-24,23:34:24,Geochem(2),,41,No,,,PPM,,,,0,4531,,,,87057,871,,,,335409,1047,,,,0,104,,,,0,73,,,,32543,126,,,,15097,77,,,,2868,104,,,,149,13,,,,0,51,,,,403,18,,,,17438,89,,,,0,98,,,,36,5,,,,38,3,,,,65,3,,,,0,13,,,,0,7,,,,126,2,,,,424,3,,,,9,1,,,,187,2,,,,11,1,,,,0,55,,,,0,323,,,,0,393,,,,0,649,,,,0,883,,,,172,9,,,,0,107,,,,0,43,,,,0,59,,,,16,2,,,,0,145,,,,14,4,,,,0,98,,,,507939,1397,exped tool,NHW,EeQw-169,158,exped tool,30,30
801054,42,2018-11-24,23:36:05,Geochem(2),,42,No,,,PPM,,,,0,6713,,,,76930,981,,,,303162,1167,,,,0,138,,,,0,108,,,,30237,141,,,,14673,86,,,,2762,116,,,,116,14,,,,0,55,,,,358,19,,,,16013,97,,,,0,106,,,,45,5,,,,40,4,,,,54,3,,,,0,14,,,,0,7,,,,115,2,,,,395,3,,,,10,1,,,,174,2,,,,14,1,,,,11,2,,,,0,374,,,,0,458,,,,0,758,,,,0,1031,,,,282,11,,,,0,119,,,,0,48,,,,0,66,,,,17,2,,,,0,167,,,,29,4,,,,0,111,,,,554564,1589,exped tool,NHW,EeQw-169,158,exped tool,30,30
801054,43,2018-11-24,23:37:56,Geochem(2),,43,No,,,PPM,,,,0,5550,,,,76832,894,,,,318854,1095,,,,0,118,,,,0,87,,,,31298,131,,,,15254,81,,,,3005,110,,,,135,14,,,,60,18,,,,377,18,,,,17706,95,,,,0,104,,,,46,5,,,,44,4,,,,64,3,,,,0,14,,,,0,7,,,,122,2,,,,424,3,,,,10,1,,,,183,2,,,,14,1,,,,6,2,,,,0,341,,,,0,416,,,,0,685,,,,0,932,,,,203,10,,,,0,115,,,,0,47,,,,0,63,,,,19,2,,,,0,154,,,,22,4,,,,0,102,,,,535323,1471,exped tool,NHW,EeQw-169,268,exped tool,30,30
