Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude,Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Te Compound,Te Compound Level,Te Compound Error,Te Concentration,Te Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Au Compound,Au Compound Level,Au Compound Error,Au Concentration,Au Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Notes,Operator,Project No.,Sample ID,Sample Type,Real Time 1,Real Time 2
801054,57,2018-11-25,3:05:56,Geochem(2),,57,No,,,PPM,,,,0,3807,,,,101453,827,,,,354914,972,,,,0,85,,,,0,59,,,,30569,110,,,,19620,81,,,,3189,100,,,,141,12,,,,75,16,,,,383,17,,,,20991,92,,,,0,102,,,,36,4,,,,65,4,,,,66,3,,,,3,1,,,,0,6,,,,117,1,,,,479,3,,,,9,1,,,,167,2,,,,7,1,,,,0,51,,,,0,298,,,,0,362,,,,0,599,,,,0,811,,,,139,9,,,,0,100,,,,0,41,,,,0,55,,,,14,2,,,,0,134,,,,0,180,,,,0,93,,,,467563,1296,exped tool,NHW,EeQw-177,769,exped tool,30,30
801054,58,2018-11-25,3:07:34,Geochem(2),,58,No,,,PPM,,,,0,4407,,,,92418,863,,,,334857,1019,,,,0,100,,,,0,70,,,,30562,118,,,,15571,76,,,,2771,100,,,,148,13,,,,0,49,,,,397,17,,,,17401,87,,,,0,97,,,,36,4,,,,35,3,,,,64,3,,,,0,13,,,,0,7,,,,121,2,,,,416,3,,,,10,1,,,,179,2,,,,7,1,,,,0,54,,,,0,315,,,,0,382,,,,0,632,,,,0,857,,,,119,9,,,,0,102,,,,0,42,,,,0,56,,,,18,2,,,,0,143,,,,18,4,,,,0,95,,,,504851,1364,exped tool,NHW,EeQw-177,812,exped tool,30,30
801054,59,2018-11-25,3:09:36,Geochem(2),,59,No,,,PPM,,,,0,6090,,,,80822,946,,,,291540,1084,,,,0,129,,,,0,98,,,,29879,132,,,,16591,87,,,,2893,111,,,,150,14,,,,0,56,,,,431,20,,,,17994,100,,,,0,108,,,,31,5,,,,39,4,,,,63,3,,,,0,13,,,,0,8,,,,123,2,,,,434,3,,,,12,1,,,,184,2,,,,12,1,,,,11,2,,,,0,347,,,,0,423,,,,0,699,,,,0,951,,,,186,10,,,,0,111,,,,0,46,,,,7,2,,,,16,2,,,,0,161,,,,39,4,,,,0,107,,,,558541,1511,exped tool,NHW,EeQw-177,812,exped tool,30,30
801054,60,2018-11-25,3:11:06,Geochem(2),,60,No,,,PPM,,,,0,4615,,,,90524,873,,,,332437,1033,,,,0,104,,,,0,74,,,,30604,120,,,,15561,77,,,,2728,101,,,,125,13,,,,0,51,,,,393,18,,,,17443,88,,,,0,98,,,,38,4,,,,33,3,,,,65,3,,,,0,13,,,,0,6,,,,119,2,,,,420,3,,,,10,1,,,,179,2,,,,11,1,,,,0,55,,,,0,321,,,,0,389,,,,0,642,,,,0,869,,,,129,9,,,,0,109,,,,0,44,,,,0,59,,,,17,2,,,,0,144,,,,14,4,,,,0,98,,,,509151,1384,exped tool,NHW,EeQw-177,812,exped tool,30,30
801054,61,2018-11-25,3:13:14,Geochem(2),,61,No,,,PPM,,,,0,5038,,,,83181,894,,,,326160,1079,,,,0,113,,,,0,82,,,,31057,128,,,,15164,79,,,,2558,103,,,,142,13,,,,0,53,,,,362,18,,,,16914,91,,,,0,99,,,,39,5,,,,51,4,,,,57,3,,,,4,1,,,,0,7,,,,123,2,,,,410,3,,,,10,1,,,,180,2,,,,12,1,,,,6,2,,,,0,336,,,,0,410,,,,0,676,,,,0,918,,,,194,10,,,,0,109,,,,0,44,,,,0,59,,,,14,2,,,,0,151,,,,19,4,,,,6,2,,,,523337,1445,exped tool,NHW,EeQw-177,844,exped tool,30,30
801054,62,2018-11-25,3:15:00,Geochem(2),,62,No,,,PPM,,,,0,4249,,,,87962,830,,,,348540,1014,,,,0,94,,,,0,65,,,,32569,120,,,,14829,73,,,,2742,99,,,,147,13,,,,57,16,,,,407,17,,,,18066,87,,,,0,97,,,,36,4,,,,51,3,,,,56,3,,,,0,12,,,,0,6,,,,123,2,,,,420,3,,,,11,1,,,,180,2,,,,7,1,,,,0,53,,,,0,311,,,,0,378,,,,0,630,,,,0,854,,,,190,9,,,,0,103,,,,0,42,,,,0,55,,,,19,2,,,,0,138,,,,0,185,,,,0,95,,,,493589,1335,exped tool,NHW,EeQw-177,844,exped tool,30,30
801054,63,2018-11-25,3:16:18,Geochem(2),,63,No,,,PPM,,,,0,4683,,,,86750,878,,,,338011,1065,,,,0,105,,,,0,74,,,,31556,125,,,,15108,78,,,,2671,103,,,,143,13,,,,0,51,,,,385,18,,,,16836,88,,,,0,99,,,,46,5,,,,46,4,,,,62,3,,,,0,13,,,,0,7,,,,123,2,,,,413,3,,,,6,1,,,,181,2,,,,11,1,,,,5,2,,,,0,331,,,,0,402,,,,0,664,,,,0,902,,,,158,9,,,,0,109,,,,0,45,,,,0,58,,,,18,2,,,,0,148,,,,14,4,,,,0,101,,,,507455,1414,exped tool,NHW,EeQw-177,844,exped tool,30,30
801054,64,2018-11-25,3:18:08,Geochem(2),,64,No,,,PPM,,,,0,3123,,,,107830,768,,,,381640,909,,,,0,73,,,,139,31,,,,31605,103,,,,19615,75,,,,3213,94,,,,142,11,,,,74,15,,,,411,16,,,,22053,88,,,,0,97,,,,46,4,,,,63,3,,,,65,2,,,,0,11,,,,0,6,,,,119,1,,,,494,3,,,,8,1,,,,172,2,,,,4,1,,,,0,46,,,,0,277,,,,0,333,,,,0,550,,,,0,749,,,,104,8,,,,15,5,,,,0,36,,,,0,51,,,,13,1,,,,14,4,,,,0,165,,,,0,86,,,,432160,1182,exped tool,NHW,EeQw-177,855,exped tool,30,30
801054,65,2018-11-25,3:19:25,Geochem(2),,65,No,,,PPM,,,,0,3852,,,,99578,824,,,,359079,983,,,,0,87,,,,0,60,,,,30374,110,,,,19715,82,,,,3109,100,,,,138,12,,,,75,16,,,,392,17,,,,20993,93,,,,0,101,,,,39,4,,,,77,4,,,,64,3,,,,0,12,,,,0,6,,,,113,1,,,,472,3,,,,7,1,,,,168,2,,,,5,1,,,,0,51,,,,0,302,,,,0,366,,,,0,604,,,,0,824,,,,143,9,,,,0,102,,,,0,41,,,,0,54,,,,15,2,,,,0,134,,,,0,180,,,,0,93,,,,465443,1302,exped tool,NHW,EeQw-177,855,exped tool,30,30
801054,66,2018-11-25,3:21:19,Geochem(2),,66,No,,,PPM,,,,0,6670,,,,72890,953,,,,290033,1129,,,,0,137,,,,0,107,,,,30470,140,,,,15689,87,,,,2859,114,,,,146,15,,,,0,58,,,,392,20,,,,17515,102,,,,0,110,,,,50,5,,,,49,4,,,,68,3,,,,0,15,,,,0,7,,,,129,2,,,,425,3,,,,8,1,,,,190,2,,,,17,1,,,,9,2,,,,0,366,,,,0,445,,,,0,738,,,,0,1006,,,,246,11,,,,0,122,,,,0,48,,,,0,65,,,,18,2,,,,0,166,,,,30,4,,,,0,112,,,,568765,1560,exped tool,NHW,EeQw-177,1022,exped tool,30,30
801054,67,2018-11-25,3:23:12,Geochem(2),,67,No,,,PPM,,,,0,4063,,,,96119,849,,,,345673,1003,,,,0,93,,,,0,67,,,,33229,122,,,,14898,74,,,,2747,98,,,,131,12,,,,0,48,,,,359,17,,,,16517,82,,,,0,94,,,,33,4,,,,41,3,,,,64,3,,,,3,1,,,,0,6,,,,128,2,,,,425,3,,,,11,1,,,,187,2,,,,11,1,,,,0,53,,,,0,312,,,,0,379,,,,0,622,,,,0,846,,,,128,9,,,,0,104,,,,0,43,,,,6,2,,,,14,2,,,,0,141,,,,17,4,,,,0,95,,,,489260,1333,exped tool,NHW,EeQw-177,1022,exped tool,30,30
801054,68,2018-11-25,3:24:34,Geochem(2),,68,No,,,PPM,,,,0,7482,,,,68452,978,,,,280380,1157,,,,0,154,,,,0,118,,,,30348,146,,,,15934,91,,,,2722,116,,,,135,15,,,,0,59,,,,422,21,,,,17757,107,,,,0,114,,,,42,5,,,,48,4,,,,60,3,,,,0,15,,,,0,8,,,,128,2,,,,432,3,,,,11,1,,,,197,2,,,,17,1,,,,15,2,,,,0,378,,,,0,462,,,,0,762,,,,0,1041,,,,271,11,,,,0,126,,,,0,53,,,,0,69,,,,18,2,,,,0,171,,,,27,4,,,,8,2,,,,582575,1609,exped tool,NHW,EeQw-177,1022,exped tool,30,30
801054,69,2018-11-25,3:26:31,Geochem(2),,69,No,,,PPM,,,,0,4910,,,,84618,871,,,,314929,1028,,,,302,69,,,,198,39,,,,31264,124,,,,15788,78,,,,2754,102,,,,147,13,,,,64,17,,,,422,18,,,,18156,92,,,,0,101,,,,33,4,,,,37,3,,,,63,3,,,,5,1,,,,0,7,,,,121,2,,,,428,3,,,,11,1,,,,179,2,,,,9,1,,,,0,55,,,,0,324,,,,0,395,,,,0,653,,,,0,888,,,,184,9,,,,0,108,,,,0,44,,,,0,57,,,,14,2,,,,0,145,,,,15,4,,,,0,97,,,,530260,1402,exped tool,NHW,EeQw-177,1068,exped tool,30,30
801054,70,2018-11-25,3:27:57,Geochem(2),,70,No,,,PPM,,,,0,5872,,,,77513,906,,,,294142,1058,,,,394,74,,,,156,42,,,,30564,131,,,,16126,83,,,,2692,106,,,,143,13,,,,0,54,,,,410,19,,,,18072,97,,,,0,105,,,,33,5,,,,42,4,,,,66,3,,,,0,14,,,,0,7,,,,124,2,,,,438,3,,,,10,1,,,,180,2,,,,9,1,,,,7,2,,,,0,340,,,,0,415,,,,0,687,,,,0,937,,,,210,10,,,,0,114,,,,0,45,,,,0,62,,,,20,2,,,,0,151,,,,14,4,,,,0,102,,,,558636,1466,exped tool,NHW,EeQw-177,1068,exped tool,30,30
801054,71,2018-11-25,3:29:17,Geochem(2),,71,No,,,PPM,,,,0,5312,,,,83698,890,,,,311945,1048,,,,491,73,,,,146,41,,,,31066,127,,,,15854,80,,,,2848,105,,,,153,13,,,,0,53,,,,432,19,,,,18023,94,,,,0,102,,,,32,5,,,,42,4,,,,62,3,,,,4,1,,,,0,7,,,,122,2,,,,430,3,,,,10,1,,,,173,2,,,,9,1,,,,7,2,,,,0,332,,,,0,404,,,,0,668,,,,0,908,,,,188,10,,,,0,109,,,,0,43,,,,0,61,,,,18,2,,,,0,148,,,,20,4,,,,6,2,,,,534223,1433,exped tool,NHW,EeQw-177,1068,exped tool,30,30
801054,72,2018-11-25,3:32:07,Geochem(2),,72,No,,,PPM,,,,0,6484,,,,61592,890,,,,241906,1034,,,,553,75,,,,841,46,,,,21417,110,,,,21153,102,,,,3311,112,,,,103,13,,,,0,56,,,,673,23,,,,26965,138,,,,0,130,,,,55,5,,,,151,6,,,,445,7,,,,80,8,,,,3,1,,,,119,2,,,,236,2,,,,41,2,,,,300,3,,,,24,1,,,,0,58,,,,0,324,,,,55,8,,,,0,641,,,,0,866,,,,93,10,,,,0,166,,,,0,72,,,,16,3,,,,1507,12,,,,0,159,,,,18,4,,,,0,97,,,,618343,1521,blank,NHW,source,1,blank,30,30
